post_id,title,cluster,outbound_internal_links,has_hub_backlink,link_targets,link_health,generated_at,source_server,git_commit,generated_by,data_source_label
4293,Best Cat Trees UK (2026) – Climbing & Scratching Towers,Cat Supplies,3,no,https://pethubonline.com/cat-scratching-posts/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4286,Best Cat Scratching Posts UK (2026) – Complete Guide,Cat Supplies,3,no,https://pethubonline.com/cat-scratching-posts/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,Cat Supplies,3,no,https://pethubonline.com/cat-collars/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4272,Best Cat ID Tags UK (2026) – Identification Guide,Cat Supplies,2,no,https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,Cat Supplies,3,no,https://pethubonline.com/cat-collars/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4258,Best Cat Collars UK (2026) – Complete Safety Guide,Cat Supplies,3,no,https://pethubonline.com/cat-collars/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4251,Best Cat Shampoo UK (2026) – When & How to Bathe,Cat Supplies,3,no,https://pethubonline.com/cat-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,Cat Supplies,3,no,https://pethubonline.com/cat-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,3,no,https://pethubonline.com/cat-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,Cat Supplies,3,no,https://pethubonline.com/cat-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4223,Best Cat Window Perches UK (2026) – Sunning & Bird Watching,Cat Supplies,3,no,https://pethubonline.com/cat-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,Cat Supplies,3,no,https://pethubonline.com/cat-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,Cat Supplies,3,no,https://pethubonline.com/cat-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4202,Best Cat Beds UK (2026) – Complete Guide,Cat Supplies,3,no,https://pethubonline.com/cat-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,Cat Toys,3,yes,https://pethubonline.com/cat-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4188,Best Catnip Toys UK (2026) – What Works and Why,Cat Toys,3,yes,https://pethubonline.com/cat-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4181,Best Interactive Cat Toys UK (2026) – Wand & Puzzle Guide,Cat Toys,3,yes,https://pethubonline.com/cat-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4174,Best Cat Toys UK (2026) – Complete Guide,Cat Toys,3,yes,https://pethubonline.com/cat-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,Dog Supplies,3,no,https://pethubonline.com/dog-bowls-feeding/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,Dog Supplies,3,no,https://pethubonline.com/dog-bowls-feeding/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Dog Supplies,3,no,https://pethubonline.com/dog-bowls-feeding/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Dog Supplies,3,no,https://pethubonline.com/dog-bowls-feeding/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,Dog Supplies,3,no,https://pethubonline.com/dog-training-behaviour/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,Dog Supplies,3,no,https://pethubonline.com/dog-training-behaviour/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4125,Best Dog Training Treats UK (2026) – Reward Guide,Dog Supplies,3,no,https://pethubonline.com/dog-training-behaviour/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Supplies,3,no,https://pethubonline.com/dog-training-behaviour/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Supplies,3,no,https://pethubonline.com/dog-health-care/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Supplies,3,no,https://pethubonline.com/dog-health-care/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,Dog Supplies,3,no,https://pethubonline.com/dog-health-care/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4089,Best Dog Health and Care UK (2026) – Complete Guide,Dog Supplies,3,no,https://pethubonline.com/dog-health-care/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,Dog Supplies,3,no,https://pethubonline.com/dog-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,Dog Supplies,3,no,https://pethubonline.com/dog-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,Dog Supplies,3,no,https://pethubonline.com/dog-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,Dog Supplies,3,no,https://pethubonline.com/dog-grooming/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,Dog Supplies,2,no,https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,Dog Supplies,3,no,https://pethubonline.com/dog-collars-leashes/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,Dog Harnesses,3,no,https://pethubonline.com/dog-collars-leashes/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,Dog Harnesses,3,no,https://pethubonline.com/dog-collars-leashes/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,Dog Supplies,3,no,https://pethubonline.com/dog-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,Dog Supplies,3,no,https://pethubonline.com/dog-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,Dog Supplies,3,no,https://pethubonline.com/dog-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,Dog Supplies,3,no,https://pethubonline.com/dog-beds/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,Dog Supplies,3,no,https://pethubonline.com/dog-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,Dog Supplies,3,no,https://pethubonline.com/dog-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,Dog Supplies,3,no,https://pethubonline.com/dog-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3956,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,Dog Supplies,3,no,https://pethubonline.com/dog-toys/; https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/affiliate-disclosure/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3839,Best Puppy Food UK (2026) – Growth-Stage Nutrition Guide,Dog Supplies,4,yes,https://pethubonline.com/best-dog-food/; https://pethubonline.com/best-dog-food-uk/; https://pethubonline.com/best-dry-dog-food-uk/; https://pethubonline.com/dry-vs-wet-dog-food-uk/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3838,Dry vs Wet Dog Food UK – An Honest Comparison Guide,Dog Supplies,4,yes,https://pethubonline.com/best-dog-food/; https://pethubonline.com/best-dog-food-uk/; https://pethubonline.com/best-dry-dog-food-uk/; https://pethubonline.com/best-puppy-food-uk/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3837,Best Dry Dog Food UK (2026) – Evidence-Based Guide,Dog Supplies,4,yes,https://pethubonline.com/best-dog-food/; https://pethubonline.com/best-dog-food-uk/; https://pethubonline.com/dry-vs-wet-dog-food-uk/; https://pethubonline.com/best-puppy-food-uk/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3836,Best Dog Food UK (2026) – Complete Buying Guide,Dog Supplies,1,yes,https://pethubonline.com/best-dog-food/,minimal,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
696,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,Cat Supplies,9,no,https://pethubonline.com/affiliate-disclosure/; https://pethubonline.com/cat-supplies/; https://pethubonline.com/cat-beds/; https://pethubonline.com/cat-supplies/; https://pethubonline.com/cat-supplies/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3,Top Dog Toys Every Pet Owner Needs in 2026,Dog Supplies,4,yes,https://pethubonline.com/dog-toys/; https://pethubonline.com/dog-toys/; https://pethubonline.com/dog-supplies/; https://pethubonline.com/cat-toys/,good,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
