post_id,title,cluster,word_count,heading_count,has_images,has_lists,has_structured_elements,quality_score,issues_found,action_required,generated_at,source_server,git_commit,generated_by,data_source_label
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Dog Supplies,1136,15,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Dog Supplies,1368,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,Dog Supplies,1195,16,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,Dog Supplies,1193,16,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4125,Best Dog Training Treats UK (2026) – Reward Guide,Dog Supplies,1136,15,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Supplies,1306,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Supplies,1282,18,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Supplies,1182,16,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,Dog Supplies,1224,16,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4089,Best Dog Health and Care UK (2026) – Complete Guide,Dog Supplies,1355,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,Dog Supplies,1081,14,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,Dog Supplies,1093,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,Dog Supplies,1143,15,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,Dog Supplies,1460,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,Dog Supplies,1116,15,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,Dog Supplies,1319,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,Dog Harnesses,1322,16,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,Dog Harnesses,1727,24,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,Dog Supplies,1340,18,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,Dog Supplies,1312,17,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,Dog Supplies,1415,19,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,Dog Supplies,1711,24,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,Dog Supplies,2003,29,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,Dog Supplies,1919,28,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,Dog Supplies,1819,25,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3956,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,Dog Supplies,2089,25,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3839,Best Puppy Food UK (2026) – Growth-Stage Nutrition Guide,Dog Supplies,3867,29,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3838,Dry vs Wet Dog Food UK – An Honest Comparison Guide,Dog Supplies,3210,25,True,True,False,9/10,low_paragraph_count,improve,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3837,Best Dry Dog Food UK (2026) – Evidence-Based Guide,Dog Supplies,4240,30,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3836,Best Dog Food UK (2026) – Complete Buying Guide,Dog Supplies,6771,38,True,True,False,10/10,none,maintain,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
696,Essential Cat Supplies for Cat Owners – Number 1 Must-Haves,Cat Supplies,2337,10,True,False,False,9/10,no_lists,improve,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
3,Top Dog Toys Every Pet Owner Needs in 2026,Dog Supplies,612,4,True,True,False,8/10,thin_content; low_paragraph_count,improve,2026-05-27T22:02:26.805770+00:00,167.99.198.145,951759a,Phase10C_Execution_Engine,WordPress REST API + RankMath
