post_id,title,cluster,blocked,commercial_score,is_best_page,has_comparison_table,has_faq,has_price_signals,has_email_form,affiliate_ready,lead_magnet_type,email_capture_opportunity,conversion_potential
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,Training Supplies,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4125,Best Dog Training Treats UK (2026) – Reward Guide,Training Supplies,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Training Supplies,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Orthopaedic Care,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Pet Health,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,Pet Health,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4089,Best Dog Health and Care UK (2026) – Complete Guide,Pet Health,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,Training Supplies,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,Dog Harnesses,True,85,True,True,True,True,False,False,downloadable_guide,True,high
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,Dog Harnesses,True,85,True,True,True,True,False,False,downloadable_guide,True,high
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,Orthopaedic Care,False,85,True,True,True,True,False,True,downloadable_guide,True,high
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,Puppy Care,False,85,True,True,True,True,False,True,downloadable_guide,True,high
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,Interactive Toys,False,85,True,True,True,True,False,True,downloadable_guide,True,high
3956,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,Product Reviews,False,85,True,True,True,True,False,True,downloadable_guide,True,high
3839,Best Puppy Food UK (2026) - Growth-Stage Nutrition Guide,Dog Food,True,85,True,True,True,True,False,False,downloadable_guide,True,high
3837,Best Dry Dog Food UK (2026) - Evidence-Based Guide,Dog Food,True,85,True,True,True,True,False,False,downloadable_guide,True,high
3836,Best Dog Food UK (2026) - Complete Buying Guide,Dog Food,True,85,True,True,True,True,False,False,downloadable_guide,True,high
4789,Best Types of Dog Toys for Different Play Styles,Dog Toys,False,75,True,True,True,True,False,True,comparison_chart,True,high
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,Pet Care,False,75,False,True,True,True,False,True,downloadable_guide,True,high
4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4293,Best Cat Trees UK (2026) – Climbing & Scratching Towers,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4251,Best Cat Shampoo UK (2026) – When & How to Bathe,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4223,Best Cat Window Perches UK (2026) – Sunning & Bird Watching,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4188,Best Catnip Toys UK (2026) – What Works and Why,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,Training Supplies,False,75,True,True,True,True,False,True,comparison_chart,True,high
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,Puppy Care,False,75,True,True,False,True,False,True,downloadable_guide,True,high
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,Puppy Care,False,75,True,True,False,True,False,True,downloadable_guide,True,high
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,Product Reviews,False,75,True,True,True,True,False,True,comparison_chart,True,high
3838,Dry vs Wet Dog Food UK - An Honest Comparison Guide,Dog Food,True,75,False,True,True,True,False,False,downloadable_guide,True,high
5946,"Dog Toy Materials Compared: Rubber, Rope, Plush, and Nylon",Uncategorized,False,65,False,True,True,True,False,True,comparison_chart,True,high
5422,Indoor vs Outdoor Dog Toys: Choosing the Right Type,Dog Toys,False,65,False,True,True,True,False,True,comparison_chart,True,high
4414,Harness vs Collar: Which Is Better for Your Dog?,Dog Harnesses,True,65,False,True,True,True,False,False,comparison_chart,True,high
7346,Indoor Cat Diet and Nutrition: Feeding Guidelines for House Cats,Pet Health,False,60,False,True,True,True,False,True,downloadable_guide,True,high
7341,First Week with a New Puppy: A Day-by-Day Guide,Puppy Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
7340,"Puppy Teething Guide: Stages, Signs, and Soothing Tips",Puppy Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
7339,Puppy Sleep Guide: How Much Sleep Puppies Need by Age,Puppy Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
7338,Puppy-Proofing Your Home: A Room-by-Room Safety Guide,Puppy Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
7333,Dog Bed Placement Guide: Where to Put Your Dog’s Bed,Pet Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5950,Dog Toy Durability Guide: What Lasts and What Does Not,Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5521,Pet Health Terminology: A Guide to Common Veterinary Terms,Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5467,"Pet Feeding Guide: Understanding Portions, Schedules, and Methods",Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5460,Pet Nutrition Terminology: A Guide to Common Terms on Pet Food Labels,Uncategorized,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5424,Aggressive Chewer Guide: Safe Toys for Power Chewers,Dog Toys,False,60,False,True,True,True,False,True,downloadable_guide,True,high
5420,Dog Toy Cleaning Guide: How to Keep Toys Hygienic,Dog Toys,False,60,False,True,True,True,False,True,downloadable_guide,True,high
4792,Puppy Socialisation: A Complete Timeline Guide,Puppy Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
4574,Pet Hydration Guide: How Much Water Does Your Pet Need?,Pet Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
4568,Dog Dental Health: A Practical Care Guide,Dog Supplies,False,60,False,True,True,True,False,True,downloadable_guide,True,high
4413,How to Measure Your Dog for a Harness: Step-by-Step Guide,Dog Harnesses,True,60,False,True,True,True,False,False,downloadable_guide,True,high
4412,No-Pull Dog Harness Guide: How They Work and When to Use One,Dog Harnesses,True,60,False,True,True,True,False,False,downloadable_guide,True,high
4411,"Dog Harnesses: The Complete Guide to Types, Fitting, and Safety",Dog Harnesses,True,60,False,True,True,True,False,False,downloadable_guide,True,high
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,Pet Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
4408,How Often Should You Replace Cat Toys? A Practical Guide,Pet Care,False,60,False,True,True,True,False,True,downloadable_guide,True,high
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,Product Reviews,False,60,False,True,True,True,False,True,downloadable_guide,True,high
8172,Our Research Standards,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
8171,Why PetHub Online Exists,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
7343,Indoor Cat Safety: Common Household Hazards for Cats,Pet Health,False,50,False,True,True,True,False,True,none,True,high
7337,Puppy Vaccination Schedule UK: What to Expect and When,Puppy Care,False,50,False,True,True,True,False,True,printable_schedule,True,high
7336,Dog Bed Safety: Avoiding Hazards and Choosing Non-Toxic Materials,Pet Care,False,50,False,True,True,True,False,True,none,True,high
7335,Seasonal Dog Bedding: Adjusting Comfort Through the Year,Pet Care,False,50,False,True,True,True,False,True,none,True,high
7334,Puppy Bed Training: Helping Your Dog Love Their Bed,Puppy Care,False,50,False,True,True,True,False,True,none,True,high
7332,How to Wash and Dry a Dog Bed Safely,Pet Care,False,50,False,True,True,True,False,True,none,True,high
7177,Cat Toy Terminology: Understanding Play Types and Toy Features,Pet Care,False,50,False,True,True,True,False,True,none,True,high
7175,Cat Supply Essentials Glossary: Understanding Cat Care Products,Pet Care,False,50,False,True,True,True,False,True,none,True,high
7174,"Dog Bed Terminology: Materials, Types, and Sizing Terms Explained",Dog Supplies,False,50,False,True,True,True,False,True,none,True,high
7172,Dog Food Glossary: Understanding Ingredients and Nutrition Labels,Dog Food,True,50,False,True,True,True,False,False,none,True,high
7170,Dog Health Terminology: Understanding Common Veterinary and Care Terms,Pet Care,False,50,False,True,True,True,False,True,none,True,high
7169,Puppy Care Glossary: Essential Terms for New Puppy Owners,Puppy Care,False,50,False,True,True,True,False,True,none,True,high
7167,Indoor Cat Terminology: A Complete Glossary for Cat Owners,Pet Care,False,50,False,True,True,True,False,True,none,True,high
6052,Low-Mobility Enrichment: Mental Stimulation for Dogs with Limited Movement,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6050,Toy Overstimulation Recovery: Calming Down an Overexcited Dog,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Uncategorized,False,50,False,True,True,True,False,True,printable_schedule,True,high
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6042,Enrichment by Breed Group: Tailoring Play to Your Dog's Instincts,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
6039,Dog Toy Anxiety Reduction: Using Toys to Calm Nervous Dogs,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,Uncategorized,False,50,False,True,True,True,False,True,printable_schedule,True,high
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5522,"Orthopaedic Care for Dogs: Joint Health, Mobility, and Support",Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5520,"Dog Health Basics: Common Conditions, Prevention, and When to See a Vet",Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas",Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5471,"Dog Boredom Prevention: Signs, Solutions, and Enrichment Ideas",Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5469,Dog Toy Rotation: How to Keep Your Dog Interested and Engaged,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5464,Pet Grooming Glossary: Understanding Grooming Terms and Techniques,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5462,Dog Training Terminology Explained: Key Concepts for New Owners,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5458,Cat Scratching Behaviour Explained: Why Cats Scratch and How to Help,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5425,Dog Toys FAQ: Common Questions Answered,Dog Toys,False,50,False,True,True,True,False,True,none,True,high
5423,Dog Toy Enrichment: Beyond Basic Fetch,Dog Toys,False,50,False,True,True,True,False,True,none,True,high
5421,Puppy-Safe Dog Toys: What to Look For and What to Avoid,Dog Toys,False,50,False,True,True,True,False,True,none,True,high
5419,Cat Care Basics: A Glossary for New Cat Owners,Pet Care,False,50,False,True,True,True,False,True,none,True,high
5418,Dog Harness Types Explained: Finding the Right Fit,Dog Harnesses,True,50,False,True,True,True,False,False,none,True,high
5417,Puppy Care Essentials: Key Terms Every New Owner Should Know,Puppy Care,False,50,False,True,True,True,False,True,none,True,high
5415,Dog Play Styles Explained: Understanding How Your Dog Plays,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5414,Cat Toy Types Explained: A Complete Glossary,Uncategorized,False,50,False,True,True,True,False,True,none,True,high
5033,How to Choose the Right Cat Toy for Your Cat's Personality,Cat Toys,False,50,False,True,True,True,False,True,none,True,high
5032,Cat Toys FAQ: Common Questions Answered,Cat Toys,False,50,False,True,True,True,False,True,none,True,high
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,Cat Toys,False,50,False,True,True,True,False,True,none,True,high
5034,Cat Toy Rotation: How to Keep Toys Fresh and Engaging,Cat Toys,False,50,False,True,True,True,False,True,none,True,high
4791,How to Choose the Right Dog Training Treats,Training Supplies,False,50,False,True,True,True,False,True,none,True,high
4790,DIY Dog Toys: Safe Homemade Options,Dog Toys,False,50,False,True,True,True,False,True,none,True,high
4788,Mental Stimulation for Dogs: Beyond Physical Exercise,Dog Toys,False,50,False,True,True,True,False,True,none,True,high
4787,Dog Toy Safety: What Every Owner Needs to Know,Dog Toys,False,50,False,True,True,True,False,True,none,True,high
4786,Where to Place Your Dog's Bed: Location and Comfort Tips,Dog Supplies,False,50,False,True,True,True,False,True,none,True,high
4785,How to Wash and Maintain Your Dog's Bed,Dog Supplies,False,50,False,True,True,True,False,True,none,True,high
4784,"Dog Bed Materials Explained: Foam, Memory Foam, and More",Dog Supplies,False,50,False,True,True,True,False,True,none,True,high
4783,How to Choose the Right Dog Bed Size,Dog Supplies,False,50,False,True,True,True,False,True,none,True,high
4573,Seasonal Pet Safety: Protecting Pets Through the Year,Pet Care,False,50,False,True,True,True,False,True,none,True,high
4570,First-Time Dog Owner Essentials: What You Need to Know,Puppy Care,False,50,False,True,True,True,False,True,none,True,high
4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,Pet Care,False,50,False,True,True,True,False,True,none,True,high
4571,Pet First Aid Basics: What Every Owner Should Know,Pet Care,False,50,False,True,True,True,False,True,none,True,high
4566,Seasonal Dog Care: Keeping Your Dog Safe Year-Round,Dog Supplies,False,50,False,True,True,True,False,True,none,True,high
4563,Dog Grooming Basics: A Complete Guide for Owners,Dog Supplies,False,50,False,True,False,True,False,True,downloadable_guide,True,high
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,Cat Toys,False,50,False,True,True,True,False,True,none,True,high
696,Essential Cat Supplies for Cat Owners - Number 1 Must-Haves,Cat Supplies,False,50,False,True,True,True,False,True,none,True,high
5416,Dog Bed Types Explained: A Complete Glossary,Dog Supplies,False,40,False,True,False,True,False,True,none,True,medium
4415,Cat Toy Safety Guide: What Every Owner Should Know,Pet Care,False,40,False,True,True,False,False,False,downloadable_guide,True,medium
7345,Indoor Cat Behaviour: Understanding and Managing Common Issues,Pet Care,False,30,False,True,True,False,False,False,none,True,medium
7344,Creating a Cat-Friendly Home: Environmental Enrichment for Indoor Cats,Pet Care,False,30,False,True,True,False,False,False,none,True,medium
7342,Indoor Cat Exercise: Keeping House Cats Active and Healthy,Pet Care,False,30,False,True,True,False,False,False,none,True,medium
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",Uncategorized,False,30,False,True,True,False,False,False,none,True,medium
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,Uncategorized,False,30,False,True,True,False,False,False,none,True,medium
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid",Uncategorized,False,30,False,True,True,False,False,False,none,True,medium
5512,Dog Behaviour Explained: Understanding Your Dog's Body Language and Actions,Uncategorized,False,30,False,True,True,False,False,False,none,True,medium
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work",Uncategorized,False,30,False,True,True,False,False,False,none,True,medium
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,Cat Toys,False,30,False,True,True,False,False,False,none,True,medium
