post_id,title,cluster,has_research,has_editorial,has_corrections,has_disclosure,has_trust_block,missing_count,missing_links
4414,Harness vs Collar: Which Is Better for Your Dog?,Dog Care,True,True,True,True,True,0,none
4413,How to Measure Your Dog for a Harness: Step-by-Step Guide,Dog Care,True,True,True,True,True,0,none
4412,No-Pull Dog Harness Guide: How They Work and When to Use One,Dog Harnesses,True,True,True,True,True,0,none
4411,"Dog Harnesses: The Complete Guide to Types, Fitting, and Safety",Dog Care,False,True,True,True,False,1,research
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,Cat Supplies,True,True,True,True,True,0,none
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,Cat Supplies,True,True,True,True,True,0,none
4408,How Often Should You Replace Cat Toys? A Practical Guide,Cat Supplies,True,True,True,True,True,0,none
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,Cat Supplies,True,True,True,True,True,0,none
4335,Best Cat Litter Disposal UK (2026) – Waste Management Guide,Cat Supplies,True,True,True,True,True,0,none
4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,Cat Supplies,True,True,True,True,True,0,none
4321,Best Cat Litter UK (2026) – Types &#038; Comparison Guide,Cat Supplies,True,True,True,True,True,0,none
4314,Best Cat Litter Trays UK (2026) – Complete Guide,Cat Supplies,True,True,True,True,True,0,none
4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,Cat Supplies,True,True,True,True,True,0,none
4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,Cat Supplies,True,True,True,True,True,0,none
4293,Best Cat Trees UK (2026) – Climbing & Scratching Towers,Cat Supplies,True,True,True,True,True,0,none
4286,Best Cat Scratching Posts UK (2026) – Complete Guide,Cat Supplies,True,True,True,True,True,0,none
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,Cat Supplies,True,True,True,True,True,0,none
4272,Best Cat ID Tags UK (2026) – Identification Guide,Cat Supplies,True,True,True,True,True,0,none
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,Cat Supplies,True,True,True,True,True,0,none
4258,Best Cat Collars UK (2026) – Complete Safety Guide,Cat Supplies,True,True,True,True,True,0,none
4251,Best Cat Shampoo UK (2026) – When & How to Bathe,Cat Supplies,True,True,True,True,True,0,none
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,Cat Supplies,True,True,True,True,True,0,none
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,True,True,True,True,True,0,none
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,Cat Supplies,True,True,True,True,True,0,none
4223,Best Cat Window Perches UK (2026) – Sunning & Bird Watching,Cat Supplies,True,True,True,True,True,0,none
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,Cat Supplies,True,True,True,True,True,0,none
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,Cat Supplies,True,True,True,True,True,0,none
4202,Best Cat Beds UK (2026) – Complete Guide,Cat Supplies,True,True,True,True,True,0,none
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,Cat Supplies,True,True,True,True,True,0,none
4188,Best Catnip Toys UK (2026) – What Works and Why,Cat Supplies,True,True,True,True,True,0,none
4181,Best Interactive Cat Toys UK (2026) – Wand & Puzzle Guide,Cat Supplies,True,True,True,True,True,0,none
4174,Best Cat Toys UK (2026) – Complete Guide,Cat Supplies,True,True,True,True,True,0,none
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,Dog Supplies,True,True,True,True,True,0,none
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,Dog Supplies,True,True,True,True,True,0,none
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Dog Supplies,True,True,True,True,True,0,none
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Dog Supplies,True,True,True,True,True,0,none
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,Dog Supplies,True,True,True,True,True,0,none
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,Dog Supplies,True,True,True,True,True,0,none
4125,Best Dog Training Treats UK (2026) – Reward Guide,Dog Supplies,True,True,True,True,True,0,none
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Supplies,True,True,True,True,True,0,none
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Health,True,True,True,True,True,0,none
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Health,True,True,True,True,True,0,none
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,Dog Health,True,True,True,True,True,0,none
4089,Best Dog Health and Care UK (2026) – Complete Guide,Dog Health,True,True,True,True,True,0,none
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,Dog Care,True,True,True,True,True,0,none
4071,Best Dog Shampoo UK (2026) – Ingredients & Safety Guide,Dog Care,True,True,True,True,True,0,none
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,Dog Care,True,True,True,True,True,0,none
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,Dog Care,True,True,True,True,True,0,none
4049,Best Puppy Collars UK (2026) – First Collar & Harness Guide,Dog Supplies,True,True,True,True,True,0,none
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,Dog Supplies,True,True,True,True,True,0,none
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,Dog Harnesses,True,True,True,True,True,0,none
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,Dog Harnesses,True,True,True,True,True,0,none
4018,Best Puppy Beds UK (2026) – First Bed & Crate Training Guide,Dog Beds,True,True,True,True,True,0,none
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,Dog Beds,True,True,True,True,True,0,none
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,Dog Beds,True,True,True,True,True,0,none
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,Dog Beds,True,True,True,True,True,0,none
3960,Best Puppy Toys UK (2026) – Teething & First Toys Guide,Dog Supplies,True,True,True,True,True,0,none
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,Dog Supplies,True,True,True,True,True,0,none
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,Dog Supplies,True,True,True,True,True,0,none
3956,Best Dog Toys UK (2026) – Complete Guide & Honest Reviews,Dog Supplies,True,True,True,True,True,0,none
3839,Best Puppy Food UK (2026) - Growth-Stage Nutrition Guide,Dog Food,True,True,True,True,True,0,none
3838,Dry vs Wet Dog Food UK - An Honest Comparison Guide,Dog Food,True,True,True,True,True,0,none
3837,Best Dry Dog Food UK (2026) - Evidence-Based Guide,Dog Food,True,True,True,True,True,0,none
3836,Best Dog Food UK (2026) - Complete Buying Guide,Dog Food,True,True,True,True,True,0,none
696,Essential Cat Supplies for Cat Owners - Number 1 Must-Haves,Cat Supplies,True,True,True,True,True,0,none
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,Dog Supplies,True,True,True,True,True,0,none
