# generated_at: 2026-05-27T20:31:35Z
# source_server: 167.99.198.145
# git_commit: 379fe1f
# generated_by: Phase10A_Implementation_Generator
# data_source_label: live_wordpress_api + live_sitemap + live_rankmath
# sitemap_total: 58
# published_total: 58
# healthy: 58
# missing: 0
# agent_status: LIVE
# check_interval: every_6_hours
post_id,slug,title,url,in_sitemap,status,date_published,last_modified,action,severity,agent_mode,approval_status,next_action
4057,best-dog-grooming-supplies-uk,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-dog-grooming-supplies-uk,yes,publish,2026-05-27T00:44:56,2026-05-27T21:12:57,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4049,best-puppy-collars-uk,Best Puppy Collars UK (2026) – First Collar &#038; Harness G,https://pethubonline.com/best-puppy-collars-uk,yes,publish,2026-05-27T00:42:10,2026-05-27T21:12:57,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4042,best-dog-leads-uk,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guid,https://pethubonline.com/best-dog-leads-uk,yes,publish,2026-05-27T00:41:49,2026-05-27T21:12:58,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4034,best-no-pull-dog-harnesses-uk,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfo,https://pethubonline.com/best-no-pull-dog-harnesses-uk,yes,publish,2026-05-27T00:41:27,2026-05-27T21:12:58,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4027,best-dog-collars-and-harnesses-uk,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-collars-and-harnesses-uk,yes,publish,2026-05-27T00:41:06,2026-05-27T21:12:58,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4018,best-puppy-beds-uk,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training ,https://pethubonline.com/best-puppy-beds-uk,yes,publish,2026-05-27T00:37:50,2026-05-27T21:12:59,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4011,best-cooling-dog-beds-uk,Best Cooling Dog Beds UK (2026) – Temperature Regulation Gui,https://pethubonline.com/best-cooling-dog-beds-uk,yes,publish,2026-05-27T00:37:30,2026-05-27T21:12:59,none,ok,live_monitoring,GREEN_auto,continue_monitoring
4004,best-orthopaedic-dog-beds-uk,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-orthopaedic-dog-beds-uk,yes,publish,2026-05-27T00:37:09,2026-05-27T21:13:00,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3996,best-dog-beds-uk,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Revie,https://pethubonline.com/best-dog-beds-uk,yes,publish,2026-05-27T00:36:47,2026-05-27T21:13:00,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3960,best-puppy-toys-uk,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk,yes,publish,2026-05-27T00:29:25,2026-05-27T21:13:00,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3959,best-interactive-dog-toys-uk,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichme,https://pethubonline.com/best-interactive-dog-toys-uk,yes,publish,2026-05-27T00:29:22,2026-05-27T21:13:01,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3957,best-indestructible-dog-toys-uk,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heav,https://pethubonline.com/best-indestructible-dog-toys-uk,yes,publish,2026-05-27T00:29:19,2026-05-27T21:13:01,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3956,best-dog-toys-uk,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Revie,https://pethubonline.com/best-dog-toys-uk,yes,publish,2026-05-27T00:29:15,2026-05-27T21:13:02,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3839,best-puppy-food-uk,Best Puppy Food UK (2026) &#8211; Growth-Stage Nutrition Gui,https://pethubonline.com/best-puppy-food-uk,yes,publish,2026-05-26T23:58:55,2026-05-27T21:13:02,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3838,dry-vs-wet-dog-food-uk,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,https://pethubonline.com/dry-vs-wet-dog-food-uk,yes,publish,2026-05-26T23:58:50,2026-05-27T21:13:02,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3837,best-dry-dog-food-uk,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,https://pethubonline.com/best-dry-dog-food-uk,yes,publish,2026-05-26T23:58:46,2026-05-27T21:13:03,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3836,best-dog-food-uk,Best Dog Food UK (2026) &#8211; Complete Buying Guide,https://pethubonline.com/best-dog-food-uk,yes,publish,2026-05-26T23:58:41,2026-05-27T21:13:03,none,ok,live_monitoring,GREEN_auto,continue_monitoring
696,essential-cat-supplies-for-cat-owners,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-,https://pethubonline.com/essential-cat-supplies-for-cat-owners,yes,publish,2026-04-27T00:10:07,2026-05-27T21:13:04,none,ok,live_monitoring,GREEN_auto,continue_monitoring
3,top-dog-toys-every-pet-owner-needs-in-2026,Top Dog Toys Every Pet Owner Needs in 2026,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026,yes,publish,2026-04-23T09:37:44,2026-05-27T21:13:04,none,ok,live_monitoring,GREEN_auto,continue_monitoring
