post_id,title,slug,category,definition_block,numbered_list,bullet_list,table,faq,how_to,direct_answer,question_h2,key_takeaways,snippet_score,snippet_pct,clear_topic_h2,comparison,pros_cons,conclusion,sources_section,ai_visibility_score,ai_visibility_pct
5460,Pet Nutrition Terminology: A Guide to Common Terms on Pet Food Labels,pet-nutrition-terminology-guide,"Dog Food, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5458,Cat Scratching Behaviour Explained: Why Cats Scratch and How to Help,cat-scratching-behaviour-explained,"Cat Supplies, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5425,Dog Toys FAQ: Common Questions Answered,dog-toys-faq,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5424,Aggressive Chewer Guide: Safe Toys for Power Chewers,aggressive-chewer-dog-toys,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5423,Dog Toy Enrichment: Beyond Basic Fetch,dog-toy-enrichment-beyond-fetch,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5420,Dog Toy Cleaning Guide: How to Keep Toys Hygienic,dog-toy-cleaning-guide,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5416,Dog Bed Types Explained: A Complete Glossary,dog-bed-types-glossary,"Dog Beds, Dog Supplies",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5415,Dog Play Styles Explained: Understanding How Your Dog Plays,dog-play-styles-explained,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5414,Cat Toy Types Explained: A Complete Glossary,cat-toy-types-glossary,"Cat Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,understanding-cat-play-behaviour,Cat Toys,True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,cat-enrichment-beyond-toys,Cat Toys,True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
4573,Seasonal Pet Safety: Protecting Pets Through the Year,seasonal-pet-safety-guide,Pet Care,True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,multi-pet-household-tips,Pet Care,True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
4571,Pet First Aid Basics: What Every Owner Should Know,pet-first-aid-basics,"Dog Supplies, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
4566,Seasonal Dog Care: Keeping Your Dog Safe Year-Round,seasonal-dog-care-guide,"Dog Care, Dog Supplies",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,cat-enrichment-activities-beyond-toys,"Cat Supplies, Cat Toys, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,diy-cat-toys-safe-homemade-options,"Cat Supplies, Cat Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,False,False,True,6,75.0
7344,Creating a Cat-Friendly Home: Environmental Enrichment for Indoor Cats,cat-friendly-home-enrichment-indoor-cats,"Indoor Cats, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
7336,Dog Bed Safety: Avoiding Hazards and Choosing Non-Toxic Materials,dog-bed-safety-non-toxic-materials,"Dog Beds, Dog Health, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,safe-multi-dog-toy-management,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5950,Dog Toy Durability Guide: What Lasts and What Does Not,dog-toy-durability-guide,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5946,"Dog Toy Materials Compared: Rubber, Rope, Plush, and Nylon",dog-toy-materials-compared,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,cognitive-enrichment-senior-dogs,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",safe-tug-play-dogs,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5522,"Orthopaedic Care for Dogs: Joint Health, Mobility, and Support",orthopaedic-care-dogs,"Dog Health, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5520,"Dog Health Basics: Common Conditions, Prevention, and When to See a Vet",dog-health-basics-guide,"Dog Health, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,indoor-cat-care-guide,"Indoor Cats, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas",pet-enrichment-guide,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,dog-bed-sizing-guide,"Dog Beds, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,senior-dog-toys,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5422,Indoor vs Outdoor Dog Toys: Choosing the Right Type,indoor-vs-outdoor-dog-toys,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5421,Puppy-Safe Dog Toys: What to Look For and What to Avoid,puppy-safe-dog-toys,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5296,Best Indoor Cat Toys UK (2026): Complete Guide for House Cats,best-indoor-cat-toys,"Cat Toys, Uncategorized",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5033,How to Choose the Right Cat Toy for Your Cat&#8217;s Personality,how-to-choose-cat-toys-personality,Cat Toys,True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5032,Cat Toys FAQ: Common Questions Answered,cat-toys-faq,Cat Toys,True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5034,Cat Toy Rotation: How to Keep Toys Fresh and Engaging,cat-toy-rotation-guide,Cat Toys,True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
4415,Cat Toy Safety Guide: What Every Owner Should Know,cat-toy-safety-guide,"Cat Supplies, Cat Toys, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
4411,"Dog Harnesses: The Complete Guide to Types, Fitting, and Safety",dog-harnesses-complete-guide,"Dog Care, Dog Harnesses, Dog Supplies",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,kitten-vs-adult-cat-toys-age-appropriate,"Cat Supplies, Cat Toys, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
4408,How Often Should You Replace Cat Toys? A Practical Guide,how-often-replace-cat-toys,"Cat Supplies, Cat Toys, Pet Care",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,best-cat-shampoo-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,False,True,True,True,8,88.9,True,True,False,True,True,7,87.5
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,best-cat-nail-clippers-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,False,True,True,True,8,88.9,True,True,False,True,True,7,87.5
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,best-cat-brushes-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,False,True,True,True,8,88.9,True,True,False,True,True,7,87.5
3838,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,dry-vs-wet-dog-food-uk,"Dog Food, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,False,8,88.9,True,True,True,False,True,7,87.5
5417,Puppy Care Essentials: Key Terms Every New Owner Should Know,puppy-care-essentials-glossary,"Dog Care, Puppy Care",True,True,True,True,True,True,True,True,True,9,100.0,True,False,False,False,True,5,62.5
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,confidence-building-play-dogs,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,False,True,6,75.0
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,rotating-puzzle-complexity-dogs,"Dog Toys, Uncategorized",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,False,True,6,75.0
5462,Dog Training Terminology Explained: Key Concepts for New Owners,dog-training-terminology-explained,"Training Supplies, Uncategorized",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,False,True,6,75.0
4568,Dog Dental Health: A Practical Care Guide,dog-dental-health-care-guide,"Dog Care, Dog Health, Dog Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,False,True,6,75.0
8172,Our Research Standards,our-research-standards,"Pet Care, Uncategorized",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,False,True,7,87.5
8171,Why PetHub Online Exists,why-pethub-online-exists,"Pet Care, Uncategorized",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,False,True,7,87.5
7177,Cat Toy Terminology: Understanding Play Types and Toy Features,cat-toy-terminology-understanding-play-types-and-toy-features,"Cat Supplies, Cat Toys, Pet Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,True,False,True,7,87.5
4792,Puppy Socialisation: A Complete Timeline Guide,puppy-socialisation-guide,"Dog Supplies, Puppy Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4791,How to Choose the Right Dog Training Treats,how-to-choose-dog-training-treats,"Dog Supplies, Training Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4790,DIY Dog Toys: Safe Homemade Options,diy-dog-toys-homemade,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4789,Best Types of Dog Toys for Different Play Styles,dog-toys-for-different-play-styles,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4788,Mental Stimulation for Dogs: Beyond Physical Exercise,mental-stimulation-for-dogs,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4787,Dog Toy Safety: What Every Owner Needs to Know,dog-toy-safety-guide,"Dog Supplies, Dog Toys",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4785,How to Wash and Maintain Your Dog&#8217;s Bed,how-to-wash-dog-bed,"Dog Beds, Dog Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4784,"Dog Bed Materials Explained: Foam, Memory Foam, and More",dog-bed-materials-guide,"Dog Beds, Dog Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4783,How to Choose the Right Dog Bed Size,how-to-choose-dog-bed-size,"Dog Beds, Dog Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,best-cat-harnesses-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4272,Best Cat ID Tags UK (2026) – Identification Guide,best-cat-id-tags-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4258,Best Cat Collars UK (2026) – Complete Safety Guide,best-cat-collars-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,best-cat-grooming-supplies-uk,"Cat Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,best-cat-window-perches-uk,"Cat Supplies, Pet Beds, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,best-cat-radiator-beds-uk,"Cat Supplies, Pet Beds, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,best-cat-toys-indoor-cats-uk,"Cat Supplies, Cat Toys, Indoor Cats",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,best-dog-water-bottles-uk,"Dog Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,best-dog-bowls-feeding-uk,"Dog Supplies, Pet Care, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,best-dog-training-leads-uk,"Dog Supplies, Product Reviews, Training Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,best-puppy-training-guide-uk,"Dog Supplies, Puppy Care, Training Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,best-dog-training-behaviour-uk,"Buying Guides, Dog Supplies, Training Supplies",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,best-dog-joint-supplements-uk,"Dog Health, Dog Supplies, Orthopaedic Care",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,best-dog-flea-treatment-uk,"Dog Health, Dog Supplies, Pet Health",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,best-dog-dental-care-uk,"Dog Health, Dog Supplies, Pet Health",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4089,Best Dog Health and Care UK (2026) – Complete Guide,best-dog-health-care-uk,"Dog Health, Dog Supplies, Pet Health",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,best-dog-nail-clippers-uk,"Dog Care, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,best-dog-shampoo-uk,"Dog Care, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,best-dog-brushes-uk,"Dog Care, Dog Supplies, Product Reviews",True,True,True,True,True,True,True,True,True,9,100.0,True,True,False,True,True,7,87.5
