post_id,title,category,word_count,toc,tables,ctas,faq,glossary,images,alt_quality,takeaways,lists,h2_count,h3_count,good_structure,affiliate,sources,tablet_score,tablet_pct
6042,Enrichment by Breed Group: Tailoring Play to Your Dog&#8217;s Instincts,"Dog Toys, Uncategorized",3919,True,3,4,True,True,4,good,False,20,9,10,True,True,True,13,92.9
6039,Dog Toy Anxiety Reduction: Using Toys to Calm Nervous Dogs,"Dog Toys, Uncategorized",3779,True,4,4,True,True,4,good,False,14,12,12,True,True,True,13,92.9
5950,Dog Toy Durability Guide: What Lasts and What Does Not,"Dog Toys, Uncategorized",4119,True,3,4,True,True,5,good,False,16,16,17,True,True,True,13,92.9
5946,"Dog Toy Materials Compared: Rubber, Rope, Plush, and Nylon","Dog Toys, Uncategorized",3812,True,3,4,True,True,5,good,False,15,13,20,True,True,True,13,92.9
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,"Dog Toys, Uncategorized",3990,True,2,4,True,True,5,good,False,17,16,15,True,True,True,13,92.9
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,"Dog Toys, Uncategorized",3832,True,3,4,True,True,4,good,False,17,14,18,True,True,True,13,92.9
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,"Dog Toys, Uncategorized",3549,True,3,4,True,True,5,good,False,15,13,15,True,True,True,13,92.9
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,"Dog Toys, Uncategorized",3511,True,2,4,True,True,4,good,False,19,10,19,True,True,True,13,92.9
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes","Dog Toys, Uncategorized",3203,True,2,3,True,True,4,good,False,16,11,11,True,True,True,13,92.9
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,"Dog Toys, Uncategorized",4013,True,2,4,True,True,4,good,False,20,10,20,True,True,True,13,92.9
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,"Dog Toys, Uncategorized",3202,True,2,3,True,True,4,good,False,11,12,13,True,True,True,13,92.9
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,"Dog Toys, Uncategorized",3795,True,2,4,True,True,4,good,False,19,9,19,True,True,True,13,92.9
5523,"Dog Training Equipment Explained: Tools, Uses, and What to Avoid","Training Supplies, Uncategorized",6116,True,3,4,True,True,5,good,False,17,14,37,True,True,True,13,92.9
5522,"Orthopaedic Care for Dogs: Joint Health, Mobility, and Support","Dog Health, Uncategorized",5546,True,2,3,True,True,5,good,False,17,16,16,True,True,True,13,92.9
5521,Pet Health Terminology: A Guide to Common Veterinary Terms,"Pet Health, Uncategorized",5831,True,2,4,True,True,5,good,False,18,14,38,True,True,True,13,92.9
5520,"Dog Health Basics: Common Conditions, Prevention, and When to See a Vet","Dog Health, Uncategorized",5917,True,2,4,True,True,5,good,False,18,18,33,True,True,True,13,92.9
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,"Indoor Cats, Uncategorized",4657,True,2,3,True,True,5,good,False,13,17,26,True,True,True,13,92.9
5512,Dog Behaviour Explained: Understanding Your Dog&#8217;s Body Language and Actions,"Dog Care, Uncategorized",5473,True,3,4,True,True,5,good,False,21,15,36,True,True,True,13,92.9
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas","Dog Toys, Uncategorized",4446,True,2,4,True,True,5,good,False,10,16,34,True,True,True,13,92.9
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,"Dog Beds, Uncategorized",5508,True,3,3,True,True,5,good,False,13,15,25,True,True,True,13,92.9
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards","Dog Toys, Uncategorized",6899,True,4,4,True,True,5,good,False,23,16,29,True,True,True,13,92.9
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,"Puppy Care, Uncategorized",6329,True,2,4,True,True,5,good,False,22,15,34,True,True,True,13,92.9
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,"Dog Toys, Uncategorized",5936,True,3,4,True,True,5,good,False,27,16,30,True,True,True,13,92.9
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work","Dog Toys, Uncategorized",4716,True,3,3,True,True,5,good,False,17,17,20,True,True,True,13,92.9
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,"Dog Toys, Uncategorized",4665,True,2,3,True,True,5,good,False,16,17,13,True,True,True,13,92.9
5471,"Dog Boredom Prevention: Signs, Solutions, and Enrichment Ideas","Dog Toys, Uncategorized",4679,True,2,3,True,True,5,good,False,16,18,18,True,True,True,13,92.9
5469,Dog Toy Rotation: How to Keep Your Dog Interested and Engaged,"Dog Toys, Uncategorized",4865,True,3,4,True,True,5,good,False,15,18,24,True,True,True,13,92.9
5467,"Pet Feeding Guide: Understanding Portions, Schedules, and Methods","Dog Food, Uncategorized",6758,True,3,4,True,True,5,good,False,20,16,27,True,True,True,13,92.9
5464,Pet Grooming Glossary: Understanding Grooming Terms and Techniques,"Pet Care, Uncategorized",5890,True,2,4,True,True,5,good,False,17,14,29,True,True,True,13,92.9
5460,Pet Nutrition Terminology: A Guide to Common Terms on Pet Food Labels,"Dog Food, Uncategorized",6292,True,3,4,True,True,4,good,False,21,13,27,True,True,True,13,92.9
5458,Cat Scratching Behaviour Explained: Why Cats Scratch and How to Help,"Cat Supplies, Uncategorized",3456,True,2,3,True,True,5,good,False,13,15,21,True,True,True,13,92.9
5425,Dog Toys FAQ: Common Questions Answered,"Dog Supplies, Dog Toys",5572,True,4,4,True,True,5,good,False,24,18,14,True,True,True,13,92.9
5424,Aggressive Chewer Guide: Safe Toys for Power Chewers,"Dog Supplies, Dog Toys",4480,True,4,4,True,True,5,good,False,21,13,17,True,True,True,13,92.9
5423,Dog Toy Enrichment: Beyond Basic Fetch,"Dog Supplies, Dog Toys",4764,True,3,4,True,True,5,good,False,21,15,17,True,True,True,13,92.9
5422,Indoor vs Outdoor Dog Toys: Choosing the Right Type,"Dog Supplies, Dog Toys",4907,True,5,4,True,True,5,good,False,23,13,23,True,True,True,13,92.9
5421,Puppy-Safe Dog Toys: What to Look For and What to Avoid,"Dog Supplies, Dog Toys",5025,True,4,4,True,True,5,good,False,19,15,23,True,True,True,13,92.9
5420,Dog Toy Cleaning Guide: How to Keep Toys Hygienic,"Dog Supplies, Dog Toys",4633,True,3,4,True,True,5,good,False,20,16,17,True,True,True,13,92.9
5419,Cat Care Basics: A Glossary for New Cat Owners,"Cat Supplies, Pet Care",4436,True,2,3,True,True,5,good,False,14,9,20,True,True,True,13,92.9
5418,Dog Harness Types Explained: Finding the Right Fit,"Dog Harnesses, Dog Supplies",5646,True,4,4,True,True,5,good,False,17,9,25,True,True,True,13,92.9
5416,Dog Bed Types Explained: A Complete Glossary,"Dog Beds, Dog Supplies",5128,True,5,4,True,True,4,good,False,18,9,17,True,True,True,13,92.9
5415,Dog Play Styles Explained: Understanding How Your Dog Plays,"Dog Toys, Uncategorized",3681,True,2,4,True,True,4,good,False,20,11,14,True,True,True,13,92.9
5414,Cat Toy Types Explained: A Complete Glossary,"Cat Toys, Uncategorized",4316,True,2,4,True,True,5,good,False,18,13,23,True,True,True,13,92.9
5296,Best Indoor Cat Toys UK (2026): Complete Guide for House Cats,"Cat Toys, Uncategorized",3434,True,2,3,True,True,4,good,False,11,12,13,True,True,True,13,92.9
5033,How to Choose the Right Cat Toy for Your Cat&#8217;s Personality,Cat Toys,4265,True,2,4,True,True,5,good,False,17,13,15,True,True,True,13,92.9
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,Cat Toys,4072,True,4,4,True,True,5,good,False,20,14,15,True,True,True,13,92.9
5032,Cat Toys FAQ: Common Questions Answered,Cat Toys,4591,True,2,4,True,True,5,good,False,17,15,17,True,True,True,13,92.9
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,Cat Toys,4504,True,3,4,True,True,5,good,False,18,13,12,True,True,True,13,92.9
5034,Cat Toy Rotation: How to Keep Toys Fresh and Engaging,Cat Toys,3468,True,2,3,True,True,4,good,False,10,13,10,True,True,True,13,92.9
4573,Seasonal Pet Safety: Protecting Pets Through the Year,Pet Care,2808,True,2,3,True,True,4,good,False,14,11,9,True,True,True,13,92.9
4570,First-Time Dog Owner Essentials: What You Need to Know,"Dog Care, Dog Supplies, Puppy Care",4811,True,6,4,True,True,4,good,False,21,12,10,True,True,True,13,92.9
4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,Pet Care,2768,True,2,3,True,True,4,good,False,14,11,7,True,True,True,13,92.9
4574,Pet Hydration Guide: How Much Water Does Your Pet Need?,"Dog Supplies, Pet Care",3009,True,2,3,True,True,4,good,False,13,11,11,True,True,True,13,92.9
4571,Pet First Aid Basics: What Every Owner Should Know,"Dog Supplies, Pet Care",3661,True,2,4,True,True,4,good,False,19,11,12,True,True,True,13,92.9
4566,Seasonal Dog Care: Keeping Your Dog Safe Year-Round,"Dog Care, Dog Supplies",4244,True,3,4,True,True,5,good,False,19,11,14,True,True,True,13,92.9
4563,Dog Grooming Basics: A Complete Guide for Owners,"Dog Care, Dog Supplies",3881,True,3,4,True,True,5,good,False,20,6,6,True,True,True,13,92.9
4415,Cat Toy Safety Guide: What Every Owner Should Know,"Cat Supplies, Cat Toys, Pet Care",4264,True,3,4,True,True,5,good,False,17,14,19,True,True,True,13,92.9
4406,Best Interactive Cat Toys for Indoor Cats: Engagement Guide,"Cat Supplies, Cat Toys",3149,True,2,3,True,True,5,good,False,9,10,15,True,True,True,13,92.9
4411,"Dog Harnesses: The Complete Guide to Types, Fitting, and Safety","Dog Care, Dog Harnesses, Dog Supplies",4378,True,2,4,True,True,4,good,False,21,11,19,True,True,True,13,92.9
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,"Cat Supplies, Cat Toys, Pet Care",4081,True,2,4,True,True,5,good,False,18,15,20,True,True,True,13,92.9
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,"Cat Supplies, Cat Toys, Pet Care",4318,True,2,4,True,True,4,good,False,22,12,18,True,True,True,13,92.9
4408,How Often Should You Replace Cat Toys? A Practical Guide,"Cat Supplies, Cat Toys, Pet Care",4239,True,2,4,True,True,4,good,False,19,12,22,True,True,True,13,92.9
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,"Cat Supplies, Cat Toys",3352,True,1,3,True,True,4,good,False,12,11,16,True,True,True,13,92.9
3838,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,"Dog Food, Dog Supplies, Product Reviews",5848,True,6,4,True,True,11,good,False,23,14,26,True,True,True,13,92.9
696,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,"Buying Guides, Cat Supplies",4381,True,2,4,True,True,3,good,False,14,8,15,True,True,True,13,92.9
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,"Dog Supplies, Product Reviews",6466,True,1,4,True,True,5,good,False,14,19,6,True,True,True,13,92.9
8172,Our Research Standards,"Pet Care, Uncategorized",3857,True,2,4,True,True,5,good,True,20,17,9,True,True,True,14,100.0
8171,Why PetHub Online Exists,"Pet Care, Uncategorized",3311,True,2,4,True,True,4,good,True,13,14,7,True,True,True,14,100.0
7177,Cat Toy Terminology: Understanding Play Types and Toy Features,"Cat Supplies, Cat Toys, Pet Care",5204,True,2,4,True,True,4,good,True,15,12,32,True,True,True,14,100.0
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,"Dog Toys, Uncategorized",2265,True,2,4,True,True,4,good,True,8,13,10,True,True,True,14,100.0
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,"Dog Toys, Uncategorized",2386,True,2,4,True,True,4,good,True,9,15,9,True,True,True,14,100.0
5462,Dog Training Terminology Explained: Key Concepts for New Owners,"Training Supplies, Uncategorized",3115,True,2,3,True,True,4,good,True,9,15,23,True,True,True,14,100.0
5417,Puppy Care Essentials: Key Terms Every New Owner Should Know,"Dog Care, Puppy Care",3307,True,1,3,True,True,4,good,True,10,11,19,True,True,True,14,100.0
4792,Puppy Socialisation: A Complete Timeline Guide,"Dog Supplies, Puppy Care",4964,True,5,4,True,True,5,good,True,25,15,13,True,True,True,14,100.0
4791,How to Choose the Right Dog Training Treats,"Dog Supplies, Training Supplies",4191,True,3,4,True,True,5,good,True,22,15,11,True,True,True,14,100.0
4790,DIY Dog Toys: Safe Homemade Options,"Dog Supplies, Dog Toys",3982,True,3,4,True,True,5,good,True,19,15,7,True,True,True,14,100.0
4789,Best Types of Dog Toys for Different Play Styles,"Dog Supplies, Dog Toys",4003,True,4,4,True,True,5,good,True,17,15,9,True,True,True,14,100.0
4788,Mental Stimulation for Dogs: Beyond Physical Exercise,"Dog Supplies, Dog Toys",4163,True,2,4,True,True,5,good,True,22,15,11,True,True,True,14,100.0
4787,Dog Toy Safety: What Every Owner Needs to Know,"Dog Supplies, Dog Toys",3811,True,2,4,True,True,5,good,True,20,15,8,True,True,True,14,100.0
4786,Where to Place Your Dog&#8217;s Bed: Location and Comfort Tips,"Dog Beds, Dog Supplies",4287,True,4,4,True,True,5,good,True,20,15,11,True,True,True,14,100.0
4785,How to Wash and Maintain Your Dog&#8217;s Bed,"Dog Beds, Dog Supplies",4245,True,3,4,True,True,5,good,True,22,15,12,True,True,True,14,100.0
4784,"Dog Bed Materials Explained: Foam, Memory Foam, and More","Dog Beds, Dog Supplies",4381,True,4,4,True,True,5,good,True,24,15,11,True,True,True,14,100.0
4783,How to Choose the Right Dog Bed Size,"Dog Beds, Dog Supplies",4299,True,3,4,True,True,5,good,True,23,14,11,True,True,True,14,100.0
4568,Dog Dental Health: A Practical Care Guide,"Dog Care, Dog Health, Dog Supplies",2723,True,2,4,True,True,4,good,True,13,13,13,True,True,True,14,100.0
4335,Best Cat Litter Disposal UK (2026) – Waste Management Guide,"Cat Supplies, Pet Care, Product Reviews",4808,True,2,4,True,True,8,good,True,24,18,23,True,True,True,14,100.0
4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,"Cat Supplies, Pet Care, Product Reviews",4139,True,2,4,True,True,8,good,True,18,15,18,True,True,True,14,100.0
4321,Best Cat Litter UK (2026) – Types &#038; Comparison Guide,"Cat Supplies, Pet Care, Product Reviews",4465,True,2,4,True,True,8,good,True,21,14,21,True,True,True,14,100.0
4314,Best Cat Litter Trays UK (2026) – Complete Guide,"Cat Supplies, Pet Care, Product Reviews",5201,True,3,4,True,True,8,good,True,25,19,27,True,True,True,14,100.0
4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,"Cat Supplies, Pet Care, Product Reviews",4570,True,2,4,True,True,8,good,True,21,17,24,True,True,True,14,100.0
4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,"Cat Supplies, Pet Care, Product Reviews",4618,True,2,4,True,True,8,good,True,21,17,25,True,True,True,14,100.0
4293,Best Cat Trees UK (2026) – Climbing &#038; Scratching Towers,"Cat Supplies, Pet Care, Product Reviews",3993,True,2,4,True,True,8,good,True,20,15,19,True,True,True,14,100.0
4286,Best Cat Scratching Posts UK (2026) – Complete Guide,"Cat Supplies, Pet Care, Product Reviews",4705,True,3,4,True,True,8,good,True,24,16,19,True,True,True,14,100.0
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,"Cat Supplies, Pet Care, Product Reviews",4040,True,2,4,True,True,8,good,True,18,15,14,True,True,True,14,100.0
4272,Best Cat ID Tags UK (2026) – Identification Guide,"Cat Supplies, Pet Care, Product Reviews",4144,True,3,4,True,True,8,good,True,19,15,16,True,True,True,14,100.0
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,"Cat Supplies, Pet Care, Product Reviews",3978,True,2,4,True,True,8,good,True,19,15,14,True,True,True,14,100.0
4258,Best Cat Collars UK (2026) – Complete Safety Guide,"Cat Supplies, Pet Care, Product Reviews",4194,True,2,4,True,True,8,good,True,18,16,15,True,True,True,14,100.0
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,"Cat Supplies, Pet Care, Product Reviews",3749,True,3,4,True,True,8,good,True,18,13,13,True,True,True,14,100.0
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,"Cat Supplies, Pet Care, Product Reviews",3137,True,3,3,True,True,8,good,True,14,13,10,True,True,True,14,100.0
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,"Cat Supplies, Pet Care, Product Reviews",3016,True,3,3,True,True,3,good,True,12,12,11,True,True,True,14,100.0
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,"Cat Supplies, Pet Care, Product Reviews",4056,True,2,4,True,True,3,good,True,22,15,14,True,True,True,14,100.0
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,"Cat Supplies, Pet Beds, Product Reviews",3796,True,2,4,True,True,3,good,True,18,14,14,True,True,True,14,100.0
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,"Cat Supplies, Pet Beds, Product Reviews",3954,True,3,4,True,True,3,good,True,19,14,15,True,True,True,14,100.0
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,"Cat Supplies, Pet Beds, Product Reviews",4112,True,2,4,True,True,3,good,True,19,14,17,True,True,True,14,100.0
4202,Best Cat Beds UK (2026) – Complete Guide,"Cat Supplies, Pet Beds, Product Reviews",4386,True,3,4,True,True,3,good,True,19,14,21,True,True,True,14,100.0
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,"Cat Supplies, Cat Toys, Indoor Cats",4752,True,2,4,True,True,3,good,True,22,17,24,True,True,True,14,100.0
4188,Best Catnip Toys UK (2026) – What Works and Why,"Cat Supplies, Cat Toys, Product Reviews",4582,True,3,4,True,True,8,good,True,19,13,19,True,True,True,14,100.0
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,"Cat Supplies, Cat Toys, Interactive Toys",5206,True,2,4,True,True,8,good,True,20,15,26,True,True,True,14,100.0
4174,Best Cat Toys UK (2026) – Complete Guide,"Cat Supplies, Cat Toys, Product Reviews",5671,True,3,4,True,True,8,good,True,21,16,29,True,True,True,14,100.0
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,"Dog Supplies, Pet Care, Product Reviews",4725,True,3,4,True,True,8,good,True,21,16,16,True,True,True,14,100.0
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,"Dog Supplies, Pet Care, Product Reviews",4451,True,2,4,True,True,8,good,True,19,16,15,True,True,True,14,100.0
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,"Dog Supplies, Pet Care, Product Reviews",4579,True,2,4,True,True,8,good,True,23,15,20,True,True,True,14,100.0
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,"Dog Supplies, Pet Care, Product Reviews",4446,True,2,4,True,True,8,good,True,20,16,16,True,True,True,14,100.0
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,"Dog Supplies, Product Reviews, Training Supplies",5001,True,3,4,True,True,8,good,True,23,15,15,True,True,True,14,100.0
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,"Dog Supplies, Puppy Care, Training Supplies",4901,True,5,4,True,True,8,good,True,28,15,17,True,True,True,14,100.0
4125,Best Dog Training Treats UK (2026) – Reward Guide,"Buying Guides, Dog Supplies, Training Supplies",4565,True,3,4,True,True,8,good,True,22,15,17,True,True,True,14,100.0
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,"Buying Guides, Dog Supplies, Training Supplies",4949,True,3,4,True,True,8,good,True,25,17,17,True,True,True,14,100.0
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,"Dog Health, Dog Supplies, Orthopaedic Care",4943,True,3,4,True,True,8,good,True,23,17,20,True,True,True,14,100.0
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,"Dog Health, Dog Supplies, Pet Health",5215,True,3,4,True,True,8,good,True,23,16,21,True,True,True,14,100.0
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,"Dog Health, Dog Supplies, Pet Health",4882,True,3,4,True,True,8,good,True,22,16,17,True,True,True,14,100.0
4089,Best Dog Health and Care UK (2026) – Complete Guide,"Dog Health, Dog Supplies, Pet Health",5176,True,4,4,True,True,8,good,True,23,17,18,True,True,True,14,100.0
4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,"Dog Care, Dog Supplies, Product Reviews",4637,True,3,4,True,True,8,good,True,21,15,13,True,True,True,14,100.0
4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,"Dog Care, Dog Supplies, Product Reviews",4346,True,3,4,True,True,8,good,True,22,16,15,True,True,True,14,100.0
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,"Dog Care, Dog Supplies, Product Reviews",4474,True,3,4,True,True,8,good,True,20,14,14,True,True,True,14,100.0
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,"Dog Care, Dog Supplies, Product Reviews",5375,True,4,4,True,True,8,good,True,24,16,15,True,True,True,14,100.0
4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,"Dog Supplies, Product Reviews, Puppy Care",4635,True,4,4,True,True,8,good,True,20,13,12,True,True,True,14,100.0
4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,"Dog Supplies, Product Reviews, Training Supplies",4598,True,4,4,True,True,8,good,True,19,14,16,True,True,True,14,100.0
4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,"Dog Harnesses, Dog Supplies, Product Reviews",4237,True,1,4,True,True,3,good,True,20,14,12,True,True,True,14,100.0
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,"Dog Harnesses, Dog Supplies, Product Reviews",4614,True,1,4,True,True,3,good,True,21,16,18,True,True,True,14,100.0
4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,"Dog Beds, Dog Supplies, Puppy Care",4779,True,5,4,True,True,3,good,True,20,16,13,True,True,True,14,100.0
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,"Dog Beds, Dog Supplies, Product Reviews",4713,True,4,4,True,True,3,good,True,21,16,14,True,True,True,14,100.0
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,"Dog Beds, Dog Supplies, Orthopaedic Care",5059,True,3,4,True,True,3,good,True,21,17,17,True,True,True,14,100.0
3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,"Dog Beds, Dog Supplies, Product Reviews",5320,True,6,4,True,True,3,good,True,21,17,19,True,True,True,14,100.0
