quality_id,evidence_id,content_id,content_title,content_url,quality_class,evidence_type,source_name,evidence_snippet,freshness_score,confidence_score,source_quality_score,trust_weight,classification_detail
eq-8e6c4452,ev-58bcb459,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-puppy-collars-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-e9e74f99,ev-6b6af827,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-c8fabc49,ev-5d84ad33,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-catnip-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-83249234,ev-a75f804e,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-6d35f439,ev-e0661fb5,3956,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-86b1f1ed,ev-93eb183b,4408,How Often Should You Replace Cat Toys? A Practical Guide,https://pethubonline.com/how-often-replace-cat-toys/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-d2240e79,ev-d8119b16,4792,Puppy Socialisation: A Complete Timeline Guide,https://pethubonline.com/puppy-socialisation-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-b1225fea,ev-c10445d2,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-bde53ba3,ev-c8477837,4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-dog-grooming-supplies-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-62cb609b,ev-cad77d9b,696,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-6d71123f,ev-1e90e7e2,3836,Best Dog Food UK (2026) &#8211; Complete Buying Guide,https://pethubonline.com/best-dog-food-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-2f3161af,ev-f0d42c5f,4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,https://pethubonline.com/diy-cat-toys-safe-homemade-options/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-42c36f14,ev-988ce3fb,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-9e28c275,ev-9d1b0b91,4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-brushes-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-c4399b56,ev-c2ed51b5,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-77ad5383,ev-9c459551,3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,https://pethubonline.com/best-indestructible-dog-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-ad6728e8,ev-52a261c1,4786,Where to Place Your Dog&#8217;s Bed: Location and Comfort Tips,https://pethubonline.com/where-to-place-dog-bed/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-e1c0c8b2,ev-5752029c,4785,How to Wash and Maintain Your Dog&#8217;s Bed,https://pethubonline.com/how-to-wash-dog-bed/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-f3578452,ev-22ac927c,4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-55ab8fa9,ev-56393c5e,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-shampoo-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-953b9ce0,ev-7e73f7b6,4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-55fe4a8e,ev-fd8ccba2,4784,"Dog Bed Materials Explained: Foam, Memory Foam, and More",https://pethubonline.com/dog-bed-materials-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-7caa3af5,ev-1991e9fc,4406,Best Interactive Cat Toys for Indoor Cats: Engagement Guide,https://pethubonline.com/best-interactive-cat-toys-indoor-cats/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-aed28ba2,ev-ef88b6b9,3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,https://pethubonline.com/best-interactive-dog-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-ddcd6043,ev-69637cb2,4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-149ee81b,ev-626122a8,4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,https://pethubonline.com/best-dog-nail-clippers-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-0bc4a3ea,ev-0cec73ec,4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,https://pethubonline.com/best-dog-training-leads-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-1fe8bf11,ev-694157f9,4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-ace13e0f,ev-70411541,4335,Best Cat Litter Disposal UK (2026) – Waste Management Guide,https://pethubonline.com/best-cat-litter-disposal-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-52cf459b,ev-eb3196b4,4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,https://pethubonline.com/best-self-cleaning-litter-trays-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-1d603f42,ev-2a4daa0e,4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,https://pethubonline.com/best-self-cleaning-litter-trays-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-46cb29b2,ev-09255eac,4125,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-training-treats-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-ea1c9ae9,ev-f7f57c7b,4089,Best Dog Health and Care UK (2026) – Complete Guide,https://pethubonline.com/best-dog-health-care-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-07114a49,ev-27bef344,4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-47095adb,ev-33b077a5,4783,How to Choose the Right Dog Bed Size,https://pethubonline.com/how-to-choose-dog-bed-size/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-6903b380,ev-fa3ad832,4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,https://pethubonline.com/multi-pet-household-tips/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-902d43a6,ev-ec43de2b,4574,Pet Hydration Guide: How Much Water Does Your Pet Need?,https://pethubonline.com/pet-hydration-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-95d8c400,ev-8c21f544,4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-b5f03a9c,ev-ad977e85,4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-1856bb70,ev-dd055450,4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-f24ec0e1,ev-2df3817a,4321,Best Cat Litter UK (2026) – Types &#038; Comparison Guide,https://pethubonline.com/best-cat-litter-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-ca2b18f1,ev-9f22170a,3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-42de304b,ev-dfddfacf,3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-cff873ca,ev-f76c3076,4314,Best Cat Litter Trays UK (2026) – Complete Guide,https://pethubonline.com/best-cat-litter-trays-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-d2172685,ev-b6bd9fb9,4573,Seasonal Pet Safety: Protecting Pets Through the Year,https://pethubonline.com/seasonal-pet-safety-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-cc6901b7,ev-2e7dbb48,4571,Pet First Aid Basics: What Every Owner Should Know,https://pethubonline.com/pet-first-aid-basics/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-699a44f6,ev-251f6a0f,4791,How to Choose the Right Dog Training Treats,https://pethubonline.com/how-to-choose-dog-training-treats/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-8564ba16,ev-aef4d8fe,4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,https://pethubonline.com/best-wall-mounted-cat-scratchers-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-f5c660dc,ev-cb546314,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-beds-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-55bc411f,ev-ca769a88,4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,https://pethubonline.com/best-cardboard-cat-scratchers-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-f4c563ab,ev-ed3ac914,4293,Best Cat Trees UK (2026) – Climbing &#038; Scratching Towers,https://pethubonline.com/best-cat-trees-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-102f8b73,ev-405a6e6c,4286,Best Cat Scratching Posts UK (2026) – Complete Guide,https://pethubonline.com/best-cat-scratching-posts-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-26ab9d15,ev-f705a9f2,4790,DIY Dog Toys: Safe Homemade Options,https://pethubonline.com/diy-dog-toys-homemade/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-84d19558,ev-94d007c5,3837,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,https://pethubonline.com/best-dry-dog-food-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-281b670c,ev-44f00c87,4570,First-Time Dog Owner Essentials: What You Need to Know,https://pethubonline.com/first-time-dog-owner-essentials/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-67e93c41,ev-f055e1f5,4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,https://pethubonline.com/best-cat-harnesses-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-3a87587d,ev-00eb36fc,4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-orthopaedic-dog-beds-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-4e06202a,ev-237258f1,4568,Dog Dental Health: A Practical Care Guide,https://pethubonline.com/dog-dental-health-care-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-e63be73c,ev-75d8fe67,4566,Seasonal Dog Care: Keeping Your Dog Safe Year-Round,https://pethubonline.com/seasonal-dog-care-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-bc8f60d1,ev-d3e104b2,4563,Dog Grooming Basics: A Complete Guide for Owners,https://pethubonline.com/dog-grooming-basics-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-eb44c3fb,ev-03b53e6a,4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,https://pethubonline.com/best-cat-harnesses-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-11e3b0f8,ev-a6ccbc2e,4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,https://pethubonline.com/best-cooling-dog-beds-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-12759b5f,ev-a123cec5,4272,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-cat-id-tags-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-4cb8fbb3,ev-2ab3ef19,4272,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-cat-id-tags-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-e22d738c,ev-54c0deb1,4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,https://pethubonline.com/best-cat-gps-trackers-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-faf556e5,ev-53809ca2,4415,Cat Toy Safety Guide: What Every Owner Should Know,https://pethubonline.com/cat-toy-safety-guide/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-1867b5e1,ev-7d3a0368,4414,Harness vs Collar: Which Is Better for Your Dog?,https://pethubonline.com/harness-vs-collar-which-is-better/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-f297c1e4,ev-4ed590df,3838,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,https://pethubonline.com/dry-vs-wet-dog-food-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-4c2dfd69,ev-f3a0ab3e,4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,https://pethubonline.com/best-cat-gps-trackers-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-5e0beb64,ev-857b5e15,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-b156f5da,ev-36724d82,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-3a1f61eb,ev-56a27e87,4258,Best Cat Collars UK (2026) – Complete Safety Guide,https://pethubonline.com/best-cat-collars-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-b49b4871,ev-4f331928,4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,https://pethubonline.com/best-cat-shampoo-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-f6dd339e,ev-f4aa31cf,3838,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,https://pethubonline.com/dry-vs-wet-dog-food-uk/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-faaca006,ev-bbf7112a,4414,Harness vs Collar: Which Is Better for Your Dog?,https://pethubonline.com/harness-vs-collar-which-is-better/,structural,editorial_inference,faq_section,common questions,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-7908f31f,ev-ed2de523,4413,How to Measure Your Dog for a Harness: Step-by-Step Guide,https://pethubonline.com/how-to-measure-dog-for-harness/,structural,editorial_inference,faq_section,Frequently Asked,0.4,0.4,0.35,0.43,"type=editorial_inference, source=faq_section, class=structural"
eq-87d15bc0,ev-05197f50,4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,https://pethubonline.com/best-cat-radiator-beds-uk/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-29123819,ev-f8922775,696,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,editorial,editorial_inference,disclosure,Affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
eq-0ab8a681,ev-94b376ba,696,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,https://pethubonline.com/essential-cat-supplies-for-cat-owners/,editorial,editorial_inference,disclosure,affiliate,0.3,0.6,0.4,0.48,"type=editorial_inference, source=disclosure, class=editorial"
