# generated_at: 2026-05-27T19:57:48Z
# source_server: 167.99.198.145
# git_commit: 40402f2
# generated_by: PetHub AI Platform - Phase 9I.1/9J/10 Generator
# data_source_label: LIVE WordPress + Rank Math API
# approval_status: planning_only
# next_action: owner_review
post_id,title,url,post_status,index_status,post_type,permalink,rank_math_robots_status,rank_math_sitemap_inclusion,post_modified,missing_from_sitemap,suspected_cause,test_result,next_action
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,https://pethubonline.com/best-cat-gps-trackers-uk,publish,indexable,post,https://pethubonline.com/best-cat-gps-trackers-uk,index,no_missing,2026-05-27T19:45:12,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4258,Best Cat Collars UK (2026) – Complete Safety Guide,https://pethubonline.com/best-cat-collars-uk,publish,indexable,post,https://pethubonline.com/best-cat-collars-uk,index,no_missing,2026-05-27T19:45:17,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,https://pethubonline.com/best-cat-shampoo-uk,publish,indexable,post,https://pethubonline.com/best-cat-shampoo-uk,index,no_missing,2026-05-27T19:45:21,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,https://pethubonline.com/best-cat-nail-clippers-uk,publish,indexable,post,https://pethubonline.com/best-cat-nail-clippers-uk,index,no_missing,2026-05-27T19:45:25,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-cat-brushes-uk,publish,indexable,post,https://pethubonline.com/best-cat-brushes-uk,index,no_missing,2026-05-27T19:45:29,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-cat-grooming-supplies-uk,publish,indexable,post,https://pethubonline.com/best-cat-grooming-supplies-uk,index,no_missing,2026-05-27T19:45:35,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,https://pethubonline.com/best-cat-window-perches-uk,publish,indexable,post,https://pethubonline.com/best-cat-window-perches-uk,index,no_missing,2026-05-27T19:45:40,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,https://pethubonline.com/best-cat-radiator-beds-uk,publish,indexable,post,https://pethubonline.com/best-cat-radiator-beds-uk,index,no_missing,2026-05-27T19:45:45,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,https://pethubonline.com/best-heated-cat-beds-uk,publish,indexable,post,https://pethubonline.com/best-heated-cat-beds-uk,index,no_missing,2026-05-27T19:45:51,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4202,Best Cat Beds UK (2026) – Complete Guide,https://pethubonline.com/best-cat-beds-uk,publish,indexable,post,https://pethubonline.com/best-cat-beds-uk,index,no_missing,2026-05-27T19:45:55,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk,publish,indexable,post,https://pethubonline.com/best-cat-toys-indoor-cats-uk,index,no_missing,2026-05-27T19:46:00,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-catnip-toys-uk,publish,indexable,post,https://pethubonline.com/best-catnip-toys-uk,index,no_missing,2026-05-27T19:46:05,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-interactive-cat-toys-uk,publish,indexable,post,https://pethubonline.com/best-interactive-cat-toys-uk,index,no_missing,2026-05-27T19:46:10,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-uk,publish,indexable,post,https://pethubonline.com/best-cat-toys-uk,index,no_missing,2026-05-27T19:46:15,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-water-bottles-uk,publish,indexable,post,https://pethubonline.com/best-dog-water-bottles-uk,index,no_missing,2026-05-27T19:46:20,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-elevated-dog-bowls-uk,publish,indexable,post,https://pethubonline.com/best-elevated-dog-bowls-uk,index,no_missing,2026-05-27T19:46:24,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-slow-feeder-dog-bowls-uk,publish,indexable,post,https://pethubonline.com/best-slow-feeder-dog-bowls-uk,index,no_missing,2026-05-27T19:46:30,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-bowls-feeding-uk,publish,indexable,post,https://pethubonline.com/best-dog-bowls-feeding-uk,index,no_missing,2026-05-27T19:46:34,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,https://pethubonline.com/best-dog-training-leads-uk,publish,indexable,post,https://pethubonline.com/best-dog-training-leads-uk,index,no_missing,2026-05-27T19:46:39,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-puppy-training-guide-uk,publish,indexable,post,https://pethubonline.com/best-puppy-training-guide-uk,index,no_missing,2026-05-27T19:46:44,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4125,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-training-treats-uk,publish,indexable,post,https://pethubonline.com/best-dog-training-treats-uk,index,no_missing,2026-05-27T19:46:48,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk,publish,indexable,post,https://pethubonline.com/best-dog-training-behaviour-uk,index,no_missing,2026-05-27T19:46:53,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk,publish,indexable,post,https://pethubonline.com/best-dog-joint-supplements-uk,index,no_missing,2026-05-27T19:46:58,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,https://pethubonline.com/best-dog-flea-treatment-uk,publish,indexable,post,https://pethubonline.com/best-dog-flea-treatment-uk,index,no_missing,2026-05-27T19:47:03,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,https://pethubonline.com/best-dog-dental-care-uk,publish,indexable,post,https://pethubonline.com/best-dog-dental-care-uk,index,no_missing,2026-05-27T19:47:07,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4089,Best Dog Health and Care UK (2026) – Complete Guide,https://pethubonline.com/best-dog-health-care-uk,publish,indexable,post,https://pethubonline.com/best-dog-health-care-uk,index,no_missing,2026-05-27T19:47:12,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,https://pethubonline.com/best-dog-nail-clippers-uk,publish,indexable,post,https://pethubonline.com/best-dog-nail-clippers-uk,index,no_missing,2026-05-27T19:47:18,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-shampoo-uk,publish,indexable,post,https://pethubonline.com/best-dog-shampoo-uk,index,no_missing,2026-05-27T19:47:23,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-brushes-uk,publish,indexable,post,https://pethubonline.com/best-dog-brushes-uk,index,no_missing,2026-05-27T19:47:28,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-dog-grooming-supplies-uk,publish,indexable,post,https://pethubonline.com/best-dog-grooming-supplies-uk,index,no_missing,2026-05-27T19:47:32,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-puppy-collars-uk,publish,indexable,post,https://pethubonline.com/best-puppy-collars-uk,index,no_missing,2026-05-27T19:47:37,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,https://pethubonline.com/best-dog-leads-uk,publish,indexable,post,https://pethubonline.com/best-dog-leads-uk,index,no_missing,2026-05-27T19:47:42,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,https://pethubonline.com/best-no-pull-dog-harnesses-uk,publish,indexable,post,https://pethubonline.com/best-no-pull-dog-harnesses-uk,index,no_missing,2026-05-27T19:47:47,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-collars-and-harnesses-uk,publish,indexable,post,https://pethubonline.com/best-dog-collars-and-harnesses-uk,index,no_missing,2026-05-27T19:47:52,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-puppy-beds-uk,publish,indexable,post,https://pethubonline.com/best-puppy-beds-uk,index,no_missing,2026-05-27T19:47:56,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,https://pethubonline.com/best-cooling-dog-beds-uk,publish,indexable,post,https://pethubonline.com/best-cooling-dog-beds-uk,index,no_missing,2026-05-27T19:48:01,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-orthopaedic-dog-beds-uk,publish,indexable,post,https://pethubonline.com/best-orthopaedic-dog-beds-uk,index,no_missing,2026-05-27T19:48:07,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-beds-uk,publish,indexable,post,https://pethubonline.com/best-dog-beds-uk,index,no_missing,2026-05-27T19:48:11,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
3960,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,https://pethubonline.com/best-puppy-toys-uk,publish,indexable,post,https://pethubonline.com/best-puppy-toys-uk,index,no_missing,2026-05-27T19:48:15,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,https://pethubonline.com/best-interactive-dog-toys-uk,publish,indexable,post,https://pethubonline.com/best-interactive-dog-toys-uk,index,no_missing,2026-05-27T19:48:21,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,https://pethubonline.com/best-indestructible-dog-toys-uk,publish,indexable,post,https://pethubonline.com/best-indestructible-dog-toys-uk,index,no_missing,2026-05-27T19:48:25,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
3956,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-toys-uk,publish,indexable,post,https://pethubonline.com/best-dog-toys-uk,index,no_missing,2026-05-27T19:48:30,yes,REST_API_created_missing_RM_sitemap_table_registration,missing_from_post-sitemap.xml,test_REST_resave_trigger
3839,Best Puppy Food UK (2026) &#8211; Growth-Stage Nutrition Guide,https://pethubonline.com/best-puppy-food-uk,publish,indexable,post,https://pethubonline.com/best-puppy-food-uk,index,yes,2026-05-27T19:52:58,no,appears_in_sitemap,confirmed_via_sitemap_xml_parse,none
3838,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,https://pethubonline.com/dry-vs-wet-dog-food-uk,publish,indexable,post,https://pethubonline.com/dry-vs-wet-dog-food-uk,index,yes,2026-05-27T19:52:42,no,appears_in_sitemap,confirmed_via_sitemap_xml_parse,none
3837,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,https://pethubonline.com/best-dry-dog-food-uk,publish,indexable,post,https://pethubonline.com/best-dry-dog-food-uk,index,yes,2026-05-27T19:52:50,no,appears_in_sitemap,confirmed_via_sitemap_xml_parse,none
3836,Best Dog Food UK (2026) &#8211; Complete Buying Guide,https://pethubonline.com/best-dog-food-uk,publish,indexable,post,https://pethubonline.com/best-dog-food-uk,index,yes,2026-05-27T19:53:06,no,appears_in_sitemap,confirmed_via_sitemap_xml_parse,none
696,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,https://pethubonline.com/essential-cat-supplies-for-cat-owners,publish,indexable,post,https://pethubonline.com/essential-cat-supplies-for-cat-owners,index,yes,2026-05-27T19:48:35,no,appears_in_sitemap,confirmed_via_sitemap_xml_parse,none
3,Top Dog Toys Every Pet Owner Needs in 2026,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026,publish,indexable,post,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026,index,yes,2026-05-27T19:48:41,no,appears_in_sitemap,confirmed_via_sitemap_xml_parse,none
