# generated_at: 2026-05-27T20:09:04Z
# snapshot_type: pre_bulk_update
# total_posts: 58
# sitemap_urls: 6
# missing_from_sitemap: 52
post_id,slug,title,status,post_date,modified,url,categories,category_ids,content_hash,in_sitemap,canonical
4265,best-cat-gps-trackers-uk,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,publish,2026-05-27T01:12:54,2026-05-27T19:45:12,https://pethubonline.com/best-cat-gps-trackers-uk,Cat Supplies; Pet Care; Product Reviews,1377; 1397; 1379,d9846dcc14bdce12,no,https://pethubonline.com/best-cat-gps-trackers-uk/
4258,best-cat-collars-uk,Best Cat Collars UK (2026) – Complete Safety Guide,publish,2026-05-27T01:12:33,2026-05-27T19:45:17,https://pethubonline.com/best-cat-collars-uk,Cat Supplies; Pet Care; Product Reviews,1377; 1397; 1379,5e70ceef3b719282,no,https://pethubonline.com/best-cat-collars-uk/
4251,best-cat-shampoo-uk,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,publish,2026-05-27T01:09:57,2026-05-27T19:45:21,https://pethubonline.com/best-cat-shampoo-uk,Cat Supplies; Pet Care; Product Reviews,1377; 1397; 1379,adc63696e0f9913e,no,https://pethubonline.com/best-cat-shampoo-uk/
4244,best-cat-nail-clippers-uk,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,publish,2026-05-27T01:09:37,2026-05-27T19:45:25,https://pethubonline.com/best-cat-nail-clippers-uk,Cat Supplies; Pet Care; Product Reviews,1377; 1397; 1379,05786eeafccd9d4e,no,https://pethubonline.com/best-cat-nail-clippers-uk/
4237,best-cat-brushes-uk,Best Cat Brushes UK (2026) – Guide by Coat Type,publish,2026-05-27T01:09:17,2026-05-27T19:45:29,https://pethubonline.com/best-cat-brushes-uk,Cat Supplies; Pet Care; Product Reviews,1377; 1397; 1379,7c9740655e021f08,no,https://pethubonline.com/best-cat-brushes-uk/
4230,best-cat-grooming-supplies-uk,Best Cat Grooming Supplies UK (2026) – Complete Guide,publish,2026-05-27T01:08:57,2026-05-27T19:45:35,https://pethubonline.com/best-cat-grooming-supplies-uk,Cat Supplies; Pet Care; Product Reviews,1377; 1397; 1379,52c43cbc5e20931c,no,https://pethubonline.com/best-cat-grooming-supplies-uk/
4223,best-cat-window-perches-uk,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,publish,2026-05-27T01:06:23,2026-05-27T19:45:40,https://pethubonline.com/best-cat-window-perches-uk,Cat Supplies; Pet Beds; Product Reviews,1377; 1396; 1379,0806795106c65a7d,no,https://pethubonline.com/best-cat-window-perches-uk/
4216,best-cat-radiator-beds-uk,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,publish,2026-05-27T01:06:03,2026-05-27T19:45:45,https://pethubonline.com/best-cat-radiator-beds-uk,Cat Supplies; Pet Beds; Product Reviews,1377; 1396; 1379,ab3b057686ba8006,no,https://pethubonline.com/best-cat-radiator-beds-uk/
4209,best-heated-cat-beds-uk,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,publish,2026-05-27T01:05:43,2026-05-27T19:45:51,https://pethubonline.com/best-heated-cat-beds-uk,Cat Supplies; Pet Beds; Product Reviews,1377; 1396; 1379,4ceffa5b384d4684,no,https://pethubonline.com/best-heated-cat-beds-uk/
4202,best-cat-beds-uk,Best Cat Beds UK (2026) – Complete Guide,publish,2026-05-27T01:05:20,2026-05-27T19:45:55,https://pethubonline.com/best-cat-beds-uk,Cat Supplies; Pet Beds; Product Reviews,1377; 1396; 1379,2595f8343e1ec578,no,https://pethubonline.com/best-cat-beds-uk/
4195,best-cat-toys-indoor-cats-uk,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,publish,2026-05-27T01:02:50,2026-05-27T19:46:00,https://pethubonline.com/best-cat-toys-indoor-cats-uk,Cat Supplies; Cat Toys; Indoor Cats,1377; 1459; 1413,8c2adf3eeacbbbb9,no,https://pethubonline.com/best-cat-toys-indoor-cats-uk/
4188,best-catnip-toys-uk,Best Catnip Toys UK (2026) – What Works and Why,publish,2026-05-27T01:02:29,2026-05-27T19:46:05,https://pethubonline.com/best-catnip-toys-uk,Cat Supplies; Cat Toys; Product Reviews,1377; 1459; 1379,8e1f38b76730aaea,no,https://pethubonline.com/best-catnip-toys-uk/
4181,best-interactive-cat-toys-uk,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,publish,2026-05-27T01:02:09,2026-05-27T19:46:10,https://pethubonline.com/best-interactive-cat-toys-uk,Cat Supplies; Cat Toys; Interactive Toys,1377; 1459; 1460,8b2d0b0d626ded2d,no,https://pethubonline.com/best-interactive-cat-toys-uk/
4174,best-cat-toys-uk,Best Cat Toys UK (2026) – Complete Guide,publish,2026-05-27T01:01:49,2026-05-27T19:46:15,https://pethubonline.com/best-cat-toys-uk,Cat Supplies; Cat Toys; Product Reviews,1377; 1459; 1379,c47632a606f79662,no,https://pethubonline.com/best-cat-toys-uk/
4167,best-dog-water-bottles-uk,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,publish,2026-05-27T00:59:10,2026-05-27T19:46:20,https://pethubonline.com/best-dog-water-bottles-uk,Dog Supplies; Pet Care; Product Reviews,1376; 1397; 1379,f88203ee7245ee16,no,https://pethubonline.com/best-dog-water-bottles-uk/
4160,best-elevated-dog-bowls-uk,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,publish,2026-05-27T00:58:52,2026-05-27T19:46:24,https://pethubonline.com/best-elevated-dog-bowls-uk,Dog Supplies; Pet Care; Product Reviews,1376; 1397; 1379,7ca0b2fd5207bda6,no,https://pethubonline.com/best-elevated-dog-bowls-uk/
4153,best-slow-feeder-dog-bowls-uk,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,publish,2026-05-27T00:58:30,2026-05-27T19:46:30,https://pethubonline.com/best-slow-feeder-dog-bowls-uk,Dog Supplies; Pet Care; Product Reviews,1376; 1397; 1379,1f6afa76a694f4b0,no,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/
4146,best-dog-bowls-feeding-uk,Best Dog Bowls and Feeding UK (2026) – Complete Guide,publish,2026-05-27T00:58:10,2026-05-27T19:46:34,https://pethubonline.com/best-dog-bowls-feeding-uk,Dog Supplies; Pet Care; Product Reviews,1376; 1397; 1379,8b22e069cca1674b,no,https://pethubonline.com/best-dog-bowls-feeding-uk/
4139,best-dog-training-leads-uk,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,publish,2026-05-27T00:55:27,2026-05-27T19:46:39,https://pethubonline.com/best-dog-training-leads-uk,Dog Supplies; Product Reviews; Training Supplies,1376; 1379; 1474,d36204047ba8507c,no,https://pethubonline.com/best-dog-training-leads-uk/
4132,best-puppy-training-guide-uk,Best Puppy Training Guide UK (2026) – First Year Essentials,publish,2026-05-27T00:55:08,2026-05-27T19:46:44,https://pethubonline.com/best-puppy-training-guide-uk,Dog Supplies; Puppy Care; Training Supplies,1376; 1442; 1474,deac84d418afef12,no,https://pethubonline.com/best-puppy-training-guide-uk/
4125,best-dog-training-treats-uk,Best Dog Training Treats UK (2026) – Reward Guide,publish,2026-05-27T00:54:49,2026-05-27T19:46:48,https://pethubonline.com/best-dog-training-treats-uk,Buying Guides; Dog Supplies; Training Supplies,1380; 1376; 1474,fa2d37d441e55874,no,https://pethubonline.com/best-dog-training-treats-uk/
4118,best-dog-training-behaviour-uk,Best Dog Training and Behaviour UK (2026) – Complete Guide,publish,2026-05-27T00:54:27,2026-05-27T19:46:53,https://pethubonline.com/best-dog-training-behaviour-uk,Buying Guides; Dog Supplies; Training Supplies,1380; 1376; 1474,014e8f08160da2ab,no,https://pethubonline.com/best-dog-training-behaviour-uk/
4110,best-dog-joint-supplements-uk,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,publish,2026-05-27T00:51:39,2026-05-27T19:46:58,https://pethubonline.com/best-dog-joint-supplements-uk,Dog Health; Dog Supplies; Orthopaedic Care,1450; 1376; 1455,211f11ce969b8d83,no,https://pethubonline.com/best-dog-joint-supplements-uk/
4103,best-dog-flea-treatment-uk,Best Dog Flea Treatment UK (2026) – Prevention Guide,publish,2026-05-27T00:51:17,2026-05-27T19:47:03,https://pethubonline.com/best-dog-flea-treatment-uk,Dog Health; Dog Supplies; Pet Health,1450; 1376; 1391,a659bf1642652a8f,no,https://pethubonline.com/best-dog-flea-treatment-uk/
4096,best-dog-dental-care-uk,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,publish,2026-05-27T00:50:58,2026-05-27T19:47:07,https://pethubonline.com/best-dog-dental-care-uk,Dog Health; Dog Supplies; Pet Health,1450; 1376; 1391,51b70dba848363ce,no,https://pethubonline.com/best-dog-dental-care-uk/
4089,best-dog-health-care-uk,Best Dog Health and Care UK (2026) – Complete Guide,publish,2026-05-27T00:50:38,2026-05-27T19:47:12,https://pethubonline.com/best-dog-health-care-uk,Dog Health; Dog Supplies; Pet Health,1450; 1376; 1391,2e7ea582f397899f,no,https://pethubonline.com/best-dog-health-care-uk/
4078,best-dog-nail-clippers-uk,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,publish,2026-05-27T00:45:58,2026-05-27T19:47:18,https://pethubonline.com/best-dog-nail-clippers-uk,Dog Care; Dog Supplies; Product Reviews,1489; 1376; 1379,c56b9862089de7f8,no,https://pethubonline.com/best-dog-nail-clippers-uk/
4071,best-dog-shampoo-uk,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,publish,2026-05-27T00:45:38,2026-05-27T19:47:23,https://pethubonline.com/best-dog-shampoo-uk,Dog Care; Dog Supplies; Product Reviews,1489; 1376; 1379,580f6bcb334e0a57,no,https://pethubonline.com/best-dog-shampoo-uk/
4064,best-dog-brushes-uk,Best Dog Brushes UK (2026) – Guide by Coat Type,publish,2026-05-27T00:45:17,2026-05-27T19:47:28,https://pethubonline.com/best-dog-brushes-uk,Dog Care; Dog Supplies; Product Reviews,1489; 1376; 1379,d95e18da5eb0bcab,no,https://pethubonline.com/best-dog-brushes-uk/
4057,best-dog-grooming-supplies-uk,Best Dog Grooming Supplies UK (2026) – Complete Guide,publish,2026-05-27T00:44:56,2026-05-27T19:47:32,https://pethubonline.com/best-dog-grooming-supplies-uk,Dog Care; Dog Supplies; Product Reviews,1489; 1376; 1379,abc11369e9ebc1e7,no,https://pethubonline.com/best-dog-grooming-supplies-uk/
4049,best-puppy-collars-uk,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,publish,2026-05-27T00:42:10,2026-05-27T19:47:37,https://pethubonline.com/best-puppy-collars-uk,Dog Supplies; Product Reviews; Puppy Care,1376; 1379; 1442,b029e7081ebdd49e,no,https://pethubonline.com/best-puppy-collars-uk/
4042,best-dog-leads-uk,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,publish,2026-05-27T00:41:49,2026-05-27T19:47:42,https://pethubonline.com/best-dog-leads-uk,Dog Supplies; Product Reviews; Training Supplies,1376; 1379; 1474,de8c290690a36513,no,https://pethubonline.com/best-dog-leads-uk/
4034,best-no-pull-dog-harnesses-uk,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,publish,2026-05-27T00:41:27,2026-05-27T19:47:47,https://pethubonline.com/best-no-pull-dog-harnesses-uk,Dog Harnesses; Dog Supplies; Product Reviews,1422; 1376; 1379,a38628f6529da354,no,https://pethubonline.com/best-no-pull-dog-harnesses-uk/
4027,best-dog-collars-and-harnesses-uk,Best Dog Collars and Harnesses UK (2026) – Complete Guide,publish,2026-05-27T00:41:06,2026-05-27T19:47:52,https://pethubonline.com/best-dog-collars-and-harnesses-uk,Dog Harnesses; Dog Supplies; Product Reviews,1422; 1376; 1379,fd96edc84523bc3e,no,https://pethubonline.com/best-dog-collars-and-harnesses-uk/
4018,best-puppy-beds-uk,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,publish,2026-05-27T00:37:50,2026-05-27T19:47:56,https://pethubonline.com/best-puppy-beds-uk,Dog Beds; Dog Supplies; Puppy Care,1401; 1376; 1442,a1fefd6bc4762821,no,https://pethubonline.com/best-puppy-beds-uk/
4011,best-cooling-dog-beds-uk,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,publish,2026-05-27T00:37:30,2026-05-27T19:48:01,https://pethubonline.com/best-cooling-dog-beds-uk,Dog Beds; Dog Supplies; Product Reviews,1401; 1376; 1379,7aec25d0da267c9d,no,https://pethubonline.com/best-cooling-dog-beds-uk/
4004,best-orthopaedic-dog-beds-uk,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,publish,2026-05-27T00:37:09,2026-05-27T19:48:07,https://pethubonline.com/best-orthopaedic-dog-beds-uk,Dog Beds; Dog Supplies; Orthopaedic Care,1401; 1376; 1455,8cf6f320b04afbca,no,https://pethubonline.com/best-orthopaedic-dog-beds-uk/
3996,best-dog-beds-uk,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,publish,2026-05-27T00:36:47,2026-05-27T19:48:11,https://pethubonline.com/best-dog-beds-uk,Dog Beds; Dog Supplies; Product Reviews,1401; 1376; 1379,3c22a1c007ffbd3f,no,https://pethubonline.com/best-dog-beds-uk/
3960,best-puppy-toys-uk,Best Puppy Toys UK (2026) – Teething &#038; First Toys Guide,publish,2026-05-27T00:29:25,2026-05-27T19:48:15,https://pethubonline.com/best-puppy-toys-uk,Dog Supplies; Dog Toys; Puppy Care,1376; 1441; 1442,d08b7b5bd31dacd9,no,https://pethubonline.com/best-puppy-toys-uk/
3959,best-interactive-dog-toys-uk,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,publish,2026-05-27T00:29:22,2026-05-27T19:48:21,https://pethubonline.com/best-interactive-dog-toys-uk,Dog Supplies; Dog Toys; Interactive Toys,1376; 1441; 1460,a39b2c9efffdface,no,https://pethubonline.com/best-interactive-dog-toys-uk/
3957,best-indestructible-dog-toys-uk,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,publish,2026-05-27T00:29:19,2026-05-27T19:48:25,https://pethubonline.com/best-indestructible-dog-toys-uk,Dog Supplies; Dog Toys; Product Reviews,1376; 1441; 1379,e05fae556b734b6d,no,https://pethubonline.com/best-indestructible-dog-toys-uk/
3956,best-dog-toys-uk,Best Dog Toys UK (2026) – Complete Guide &#038; Honest Reviews,publish,2026-05-27T00:29:15,2026-05-27T19:48:30,https://pethubonline.com/best-dog-toys-uk,Dog Supplies; Dog Toys; Product Reviews,1376; 1441; 1379,efec59150b26e3bc,no,https://pethubonline.com/best-dog-toys-uk/
3839,best-puppy-food-uk,Best Puppy Food UK (2026) &#8211; Growth-Stage Nutrition Guide,publish,2026-05-26T23:58:55,2026-05-27T19:52:58,https://pethubonline.com/best-puppy-food-uk,Dog Food; Dog Supplies; Puppy Care,1467; 1376; 1442,0d6c1a2bcbc98c1e,yes,https://pethubonline.com/best-puppy-food-uk/
3838,dry-vs-wet-dog-food-uk,Dry vs Wet Dog Food UK &#8211; An Honest Comparison Guide,publish,2026-05-26T23:58:50,2026-05-27T19:52:42,https://pethubonline.com/dry-vs-wet-dog-food-uk,Dog Food; Dog Supplies; Product Reviews,1467; 1376; 1379,1d420350c4b4a123,yes,https://pethubonline.com/dry-vs-wet-dog-food-uk/
3837,best-dry-dog-food-uk,Best Dry Dog Food UK (2026) &#8211; Evidence-Based Guide,publish,2026-05-26T23:58:46,2026-05-27T19:52:50,https://pethubonline.com/best-dry-dog-food-uk,Dog Food; Dog Supplies; Product Reviews,1467; 1376; 1379,056513f2ae1f2030,yes,https://pethubonline.com/best-dry-dog-food-uk/
3836,best-dog-food-uk,Best Dog Food UK (2026) &#8211; Complete Buying Guide,publish,2026-05-26T23:58:41,2026-05-27T19:53:06,https://pethubonline.com/best-dog-food-uk,Dog Food; Dog Supplies; Product Reviews,1467; 1376; 1379,64192b3d22efd1a1,yes,https://pethubonline.com/best-dog-food-uk/
696,essential-cat-supplies-for-cat-owners,Essential Cat Supplies for Cat Owners &#8211; Number 1 Must-Haves,publish,2026-04-27T00:10:07,2026-05-27T19:48:35,https://pethubonline.com/essential-cat-supplies-for-cat-owners,Buying Guides; Cat Supplies,1380; 1377,d6c9effe88c06eae,yes,https://pethubonline.com/essential-cat-supplies-for-cat-owners/
3,top-dog-toys-every-pet-owner-needs-in-2026,Top Dog Toys Every Pet Owner Needs in 2026,publish,2026-04-23T09:37:44,2026-05-27T19:48:41,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026,Dog Supplies; Product Reviews,1376; 1379,0bdbe0c4197ce20d,yes,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/
