post_id,title,cluster,detection_type,term,severity,current_state,recommended_action
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Dog Toys,weak_semantic_reinforcement,BVA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'BVA'
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Dog Toys,weak_semantic_reinforcement,microchip,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'microchip'
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,weak_semantic_reinforcement,enrichment,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'enrichment'
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,weak_semantic_reinforcement,snuffle mat,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'snuffle mat'
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,weak_semantic_reinforcement,snuffle mat,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'snuffle mat'
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,weak_semantic_reinforcement,lick mat,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'lick mat'
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,weak_semantic_reinforcement,BVA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'BVA'
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,weak_semantic_reinforcement,microchip,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'microchip'
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,weak_semantic_reinforcement,enrichment,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'enrichment'
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,weak_semantic_reinforcement,enrichment,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'enrichment'
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,weak_semantic_reinforcement,BVA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'BVA'
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,missing_terminology,microchip,medium,Term not found anywhere in post content,Add 'microchip' with inline definition to strengthen topical authority
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,resource guarding,high,Term not found anywhere in post content,Add 'resource guarding' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,puzzle feeder,high,Term not found anywhere in post content,Add 'puzzle feeder' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,interactive toy,high,Term not found anywhere in post content,Add 'interactive toy' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,tug toy,high,Term not found anywhere in post content,Add 'tug toy' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,flirt pole,high,Term not found anywhere in post content,Add 'flirt pole' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,snuffle mat,high,Term not found anywhere in post content,Add 'snuffle mat' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,dental chew,high,Term not found anywhere in post content,Add 'dental chew' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,lick mat,high,Term not found anywhere in post content,Add 'lick mat' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,denier,high,Term not found anywhere in post content,Add 'denier' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,stuffable toy,high,Term not found anywhere in post content,Add 'stuffable toy' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,nylon chew,high,Term not found anywhere in post content,Add 'nylon chew' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,weak_semantic_reinforcement,RSPCA,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'RSPCA'
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,BVA,medium,Term not found anywhere in post content,Add 'BVA' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,positive reinforcement,medium,Term not found anywhere in post content,Add 'positive reinforcement' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,missing_terminology,body condition score,medium,Term not found anywhere in post content,Add 'body condition score' with inline definition to strengthen topical authority
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,weak_semantic_reinforcement,microchip,medium,Term mentioned but not defined or explained in context,Add inline definition after first mention of 'microchip'
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,Dog Toys,weak_beginner_support,(post-level),low,"No beginner-friendly framing detected (no 'in simple terms', 'what this means', etc.)",Add an introductory sentence or 'what this means for you' section for new pet owners
6042,Enrichment by Breed Group: Tailoring Play to Your Dog’s Instincts,Dog Toys,missing_terminology,desensitisation,high,Term not found anywhere in post content,Add 'desensitisation' with inline definition to strengthen topical authority
