orphan_post_id,orphan_title,orphan_cluster,linking_post_id,linking_post_title,link_added,status
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Health,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,INSERTED
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Health,4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,INSERTED
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Health,4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,https://pethubonline.com/best-dog-flea-treatment-uk/,INSERTED
4103,Best Dog Flea Treatment UK (2026) – Prevention Guide,Dog Health,4125,Best Dog Training Treats UK (2026) – Reward Guide,https://pethubonline.com/best-dog-flea-treatment-uk/,INSERTED
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Health,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,INSERTED
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Health,4004,Best Orthopaedic Dog Beds UK (2026) – Joint Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,INSERTED
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Health,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-joint-supplements-uk/,INSERTED
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,Dog Health,4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,INSERTED
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Training/Care,4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,INSERTED
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Training/Care,4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,INSERTED
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Training/Care,4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,https://pethubonline.com/best-dog-training-behaviour-uk/,INSERTED
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,Dog Training/Care,4132,Best Puppy Training Guide UK (2026) – First Year Essentials,https://pethubonline.com/best-dog-training-behaviour-uk/,INSERTED
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,Dog Training/Care,4042,Best Dog Leads UK (2026) – Walking &#038; Training Lead Guide,https://pethubonline.com/best-dog-training-leads-uk/,INSERTED
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,Dog Training/Care,4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,https://pethubonline.com/best-dog-training-leads-uk/,INSERTED
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,Dog Training/Care,4034,Best No-Pull Dog Harnesses UK (2026) – Training &#038; Comfort Guide,https://pethubonline.com/best-dog-training-leads-uk/,INSERTED
4139,Best Dog Training Leads UK (2026) – Long Lines &#038; Harnesses,Dog Training/Care,4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-dog-training-leads-uk/,INSERTED
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Educational,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,INSERTED
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Educational,4272,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,INSERTED
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Educational,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-dog-bowls-feeding-uk/,INSERTED
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,Educational,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-dog-bowls-feeding-uk/,INSERTED
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Educational,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,INSERTED
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Educational,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,INSERTED
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Educational,4272,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,INSERTED
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,Educational,3959,Best Interactive Dog Toys UK (2026) – Puzzle &#038; Enrichment Guide,https://pethubonline.com/best-slow-feeder-dog-bowls-uk/,INSERTED
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,Educational,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,INSERTED
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,Educational,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,INSERTED
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,Educational,4272,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-elevated-dog-bowls-uk/,INSERTED
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,Educational,3996,Best Dog Beds UK (2026) – Complete Guide &#038; Honest Reviews,https://pethubonline.com/best-elevated-dog-bowls-uk/,INSERTED
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,Pet Care,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-dog-water-bottles-uk/,INSERTED
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,Pet Care,4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,https://pethubonline.com/best-dog-water-bottles-uk/,INSERTED
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,Pet Care,4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-dog-water-bottles-uk/,INSERTED
4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,Pet Care,4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,https://pethubonline.com/best-dog-water-bottles-uk/,INSERTED
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,Cat Toys,4286,Best Cat Scratching Posts UK (2026) – Complete Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,INSERTED
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,Cat Toys,4237,Best Cat Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-interactive-cat-toys-uk/,INSERTED
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,Cat Toys,4202,Best Cat Beds UK (2026) – Complete Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,INSERTED
4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,Cat Toys,4321,Best Cat Litter UK (2026) – Types &#038; Comparison Guide,https://pethubonline.com/best-interactive-cat-toys-uk/,INSERTED
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,Cat Toys,4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,INSERTED
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,Cat Toys,4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,INSERTED
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,Cat Toys,4237,Best Cat Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,INSERTED
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,Cat Toys,4202,Best Cat Beds UK (2026) – Complete Guide,https://pethubonline.com/best-cat-toys-indoor-cats-uk/,INSERTED
4202,Best Cat Beds UK (2026) – Complete Guide,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-beds-uk/,INSERTED
4202,Best Cat Beds UK (2026) – Complete Guide,Cat Supplies,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-cat-beds-uk/,INSERTED
4202,Best Cat Beds UK (2026) – Complete Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-beds-uk/,INSERTED
4202,Best Cat Beds UK (2026) – Complete Guide,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-cat-beds-uk/,INSERTED
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-heated-cat-beds-uk/,INSERTED
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-heated-cat-beds-uk/,INSERTED
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-heated-cat-beds-uk/,INSERTED
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,Cat Supplies,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-heated-cat-beds-uk/,INSERTED
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-radiator-beds-uk/,INSERTED
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-cat-radiator-beds-uk/,INSERTED
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-radiator-beds-uk/,INSERTED
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,Cat Supplies,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-cat-radiator-beds-uk/,INSERTED
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,Cat Supplies,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-cat-window-perches-uk/,INSERTED
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-window-perches-uk/,INSERTED
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-window-perches-uk/,INSERTED
4223,Best Cat Window Perches UK (2026) – Sunning &#038; Bird Watching,Cat Supplies,4272,Best Cat ID Tags UK (2026) – Identification Guide,https://pethubonline.com/best-cat-window-perches-uk/,INSERTED
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,Cat Supplies,4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,https://pethubonline.com/best-cat-grooming-supplies-uk/,INSERTED
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-grooming-supplies-uk/,INSERTED
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-grooming-supplies-uk/,INSERTED
4230,Best Cat Grooming Supplies UK (2026) – Complete Guide,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-cat-grooming-supplies-uk/,INSERTED
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,4064,Best Dog Brushes UK (2026) – Guide by Coat Type,https://pethubonline.com/best-cat-brushes-uk/,INSERTED
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-brushes-uk/,INSERTED
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-cat-brushes-uk/,INSERTED
4237,Best Cat Brushes UK (2026) – Guide by Coat Type,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-brushes-uk/,INSERTED
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,Cat Supplies,4078,Best Dog Nail Clippers UK (2026) – Trimming &#038; Grinding Guide,https://pethubonline.com/best-cat-nail-clippers-uk/,INSERTED
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-nail-clippers-uk/,INSERTED
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-nail-clippers-uk/,INSERTED
4244,Best Cat Nail Clippers UK (2026) – Safe Trimming Guide,Cat Supplies,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-cat-nail-clippers-uk/,INSERTED
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,Cat Supplies,4071,Best Dog Shampoo UK (2026) – Ingredients &#038; Safety Guide,https://pethubonline.com/best-cat-shampoo-uk/,INSERTED
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-shampoo-uk/,INSERTED
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-cat-shampoo-uk/,INSERTED
4251,Best Cat Shampoo UK (2026) – When &#038; How to Bathe,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-shampoo-uk/,INSERTED
4258,Best Cat Collars UK (2026) – Complete Safety Guide,Cat Supplies,4174,Best Cat Toys UK (2026) – Complete Guide,https://pethubonline.com/best-cat-collars-uk/,INSERTED
4258,Best Cat Collars UK (2026) – Complete Safety Guide,Cat Supplies,4181,Best Interactive Cat Toys UK (2026) – Wand &#038; Puzzle Guide,https://pethubonline.com/best-cat-collars-uk/,INSERTED
4258,Best Cat Collars UK (2026) – Complete Safety Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-collars-uk/,INSERTED
4258,Best Cat Collars UK (2026) – Complete Safety Guide,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-cat-collars-uk/,INSERTED
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,Cat Supplies,4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,https://pethubonline.com/best-cat-gps-trackers-uk/,INSERTED
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,Cat Supplies,4188,Best Catnip Toys UK (2026) – What Works and Why,https://pethubonline.com/best-cat-gps-trackers-uk/,INSERTED
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,Cat Supplies,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-cat-gps-trackers-uk/,INSERTED
4265,Best Cat GPS Trackers UK (2026) – Location Tracking Guide,Cat Supplies,4167,Best Dog Water Bottles UK (2026) – Travel Hydration Guide,https://pethubonline.com/best-cat-gps-trackers-uk/,INSERTED
4272,Best Cat ID Tags UK (2026) – Identification Guide,Pet Care,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-cat-id-tags-uk/,INSERTED
4272,Best Cat ID Tags UK (2026) – Identification Guide,Pet Care,4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,https://pethubonline.com/best-cat-id-tags-uk/,INSERTED
4272,Best Cat ID Tags UK (2026) – Identification Guide,Pet Care,4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,https://pethubonline.com/best-cat-id-tags-uk/,INSERTED
4272,Best Cat ID Tags UK (2026) – Identification Guide,Pet Care,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-cat-id-tags-uk/,INSERTED
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,Cat Supplies,4018,Best Puppy Beds UK (2026) – First Bed &#038; Crate Training Guide,https://pethubonline.com/best-cat-harnesses-uk/,INSERTED
4279,Best Cat Harnesses UK (2026) – Safe Walking Guide,Cat Supplies,4049,Best Puppy Collars UK (2026) – First Collar &#038; Harness Guide,https://pethubonline.com/best-cat-harnesses-uk/,INSERTED
