post_id,title,cluster,source_backed_guidance,editorial_transparency,methodology_depth,correction_visibility,ai_transparency,external_references,practical_trust_signals,educational_trust,overall_trust_depth,previous_trust_intensity_estimate
4216,Best Cat Radiator Beds UK (2026) – Hook-On Warmth Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4209,Best Heated Cat Beds UK (2026) – Winter Warmth Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4202,Best Cat Beds UK (2026) – Complete Guide,cat,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4181,Best Interactive Cat Toys UK (2026) – Wand & Puzzle Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4160,Best Elevated Dog Bowls UK (2026) – Raised Feeder Guide,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4153,Best Slow Feeder Dog Bowls UK (2026) – Prevent Speed Eating,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4146,Best Dog Bowls and Feeding UK (2026) – Complete Guide,puppy,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4132,Best Puppy Training Guide UK (2026) – First Year Essentials,puppy,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,15.6
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,dog_joint,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4089,Best Dog Health and Care UK (2026) – Complete Guide,puppy,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4078,Best Dog Nail Clippers UK (2026) – Trimming & Grinding Guide,dog_dental,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,15.6
4064,Best Dog Brushes UK (2026) – Guide by Coat Type,dog_health,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4057,Best Dog Grooming Supplies UK (2026) – Complete Guide,dog_dental,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,15.6
4042,Best Dog Leads UK (2026) – Walking & Training Lead Guide,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4034,Best No-Pull Dog Harnesses UK (2026) – Training & Comfort Guide,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,14.7
4027,Best Dog Collars and Harnesses UK (2026) – Complete Guide,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,1.8,26.3,18.1
4574,Pet Hydration Guide: How Much Water Does Your Pet Need?,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,3.6,25.6,14.1
5508,Puppy Development Stages: A Complete Guide from Birth to Maturity,puppy,2.5,6.0,0.0,0.0,0.0,12.0,2.5,1.8,24.8,21.1
5462,Dog Training Terminology Explained: Key Concepts for New Owners,training,2.5,6.0,0.0,0.0,0.0,12.0,2.5,1.8,24.8,21.1
4563,Dog Grooming Basics: A Complete Guide for Owners,dog_dental,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,14.0
4307,Best Wall-Mounted Cat Scratchers UK (2026) – Space Saving,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4300,Best Cardboard Cat Scratchers UK (2026) – Budget Friendly,cat,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4293,Best Cat Trees UK (2026) – Climbing & Scratching Towers,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4286,Best Cat Scratching Posts UK (2026) – Complete Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4195,Best Cat Toys for Indoor Cats UK (2026) – Enrichment Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4188,Best Catnip Toys UK (2026) – What Works and Why,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4174,Best Cat Toys UK (2026) – Complete Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4139,Best Dog Training Leads UK (2026) – Long Lines & Harnesses,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4125,Best Dog Training Treats UK (2026) – Reward Guide,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
4118,Best Dog Training and Behaviour UK (2026) – Complete Guide,training,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,14.9
4096,Best Dog Dental Care UK (2026) – Teeth Cleaning Guide,dog_dental,0.0,6.0,0.0,7.0,0.0,9.0,2.5,0.0,24.5,13.2
5509,"Pet Toy Safety: Understanding Materials, Hazards, and Standards",cat_food,2.5,6.0,0.0,0.0,0.0,7.0,5.0,3.6,24.1,20.5
4790,DIY Dog Toys: Safe Homemade Options,dog_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,12.6
4788,Mental Stimulation for Dogs: Beyond Physical Exercise,dog_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,12.6
4784,"Dog Bed Materials Explained: Foam, Memory Foam, and More",dog_joint,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,13.4
4573,Seasonal Pet Safety: Protecting Pets Through the Year,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,12.6
4576,Multi-Pet Household Tips: Living with Dogs and Cats Together,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,12.6
4414,Harness vs Collar: Which Is Better for Your Dog?,puppy,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,13.4
4411,"Dog Harnesses: The Complete Guide to Types, Fitting, and Safety",puppy,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,13.4
4409,Kitten vs Adult Cat Toys: Age-Appropriate Play Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,12.6
4408,How Often Should You Replace Cat Toys? A Practical Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,1.8,23.8,12.6
5483,Dog Toy Lifespan: When to Replace Toys and How to Extend Their Life,dog_dental,2.5,6.0,0.0,0.0,0.0,12.5,0.0,1.8,22.8,19.4
6048,Confidence-Building Play: Helping Shy and Fearful Dogs Through Toys,training,2.5,6.0,0.0,0.0,0.0,12.0,0.0,1.8,22.3,19.0
6039,Dog Toy Anxiety Reduction: Using Toys to Calm Nervous Dogs,dog_food,2.5,6.0,0.0,0.0,0.0,12.0,0.0,1.8,22.3,19.0
5933,"Safe Tug Play with Dogs: Rules, Benefits, and Common Mistakes",puppy,2.5,6.0,0.0,0.0,0.0,12.0,0.0,1.8,22.3,19.0
5512,Dog Behaviour Explained: Understanding Your Dog's Body Language and Actions,training,2.5,6.0,0.0,0.0,0.0,12.0,0.0,1.8,22.3,19.0
5464,Pet Grooming Glossary: Understanding Grooming Terms and Techniques,cat_food,2.5,6.0,0.0,0.0,0.0,12.0,0.0,1.8,22.3,19.0
3996,Best Dog Beds UK (2026) – Complete Guide & Honest Reviews,dog_joint,0.0,6.0,0.0,7.0,0.0,5.0,2.5,1.8,22.3,19.0
5476,"Mental Stimulation Toys for Dogs: Puzzles, Games, and Brain Work",training,0.0,6.0,0.0,0.0,0.0,12.5,0.0,3.6,22.1,18.8
5469,Dog Toy Rotation: How to Keep Your Dog Interested and Engaged,training,0.0,6.0,0.0,0.0,0.0,12.5,0.0,3.6,22.1,18.8
4791,How to Choose the Right Dog Training Treats,dog_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
4789,Best Types of Dog Toys for Different Play Styles,dog_dental,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.9
4785,How to Wash and Maintain Your Dog's Bed,dog_flea,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.9
4783,How to Choose the Right Dog Bed Size,puppy,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.9
4570,First-Time Dog Owner Essentials: What You Need to Know,dog_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.9
4571,Pet First Aid Basics: What Every Owner Should Know,dog_flea,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
4566,Seasonal Dog Care: Keeping Your Dog Safe Year-Round,puppy,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
4415,Cat Toy Safety Guide: What Every Owner Should Know,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
4406,Best Interactive Cat Toys for Indoor Cats: Engagement Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
4413,How to Measure Your Dog for a Harness: Step-by-Step Guide,puppy,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.9
4412,No-Pull Dog Harness Guide: How They Work and When to Use One,training,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.9
4410,Cat Enrichment Activities Beyond Toys: Complete Guide,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
4407,DIY Cat Toys: Safe Homemade Options Your Cat Will Love,cat_food,0.0,6.0,0.0,7.0,0.0,9.0,0.0,0.0,22.0,11.0
5950,Dog Toy Durability Guide: What Lasts and What Does Not,dog_dental,0.0,6.0,0.0,0.0,0.0,12.0,0.0,3.6,21.6,18.4
5942,Cognitive Enrichment for Senior Dogs: Gentle Play for Ageing Minds,puppy,0.0,6.0,0.0,0.0,0.0,12.0,0.0,3.6,21.6,18.4
5519,Indoor Cat Care: A Complete Guide to Keeping House Cats Happy and Healthy,cat_food,5.0,6.0,0.0,0.0,0.0,7.0,0.0,3.6,21.6,18.4
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,training,0.0,6.0,0.0,7.0,0.0,4.0,2.5,1.8,21.3,18.1
5418,Dog Harness Types Explained: Finding the Right Fit,puppy,0.0,6.0,0.0,0.0,0.0,9.0,2.5,3.6,21.1,11.1
4792,Puppy Socialisation: A Complete Timeline Guide,puppy,0.0,6.0,0.0,7.0,0.0,8.0,0.0,0.0,21.0,17.8
4786,Where to Place Your Dog's Bed: Location and Comfort Tips,dog_beds,0.0,6.0,0.0,7.0,0.0,6.0,0.0,1.8,20.8,13.4
6052,Low-Mobility Enrichment: Mental Stimulation for Dogs with Limited Movement,dog_food,2.5,6.0,0.0,0.0,0.0,12.0,0.0,0.0,20.5,17.4
6047,Play Recovery After Surgery: Gentle Enrichment for Healing Dogs,dog_food,2.5,6.0,0.0,0.0,0.0,12.0,0.0,0.0,20.5,17.4
6045,Safe Multi-Dog Toy Management: Preventing Resource Guarding,training,0.0,6.0,0.0,0.0,0.0,12.0,2.5,0.0,20.5,17.4
5473,Senior Dog Toys: Gentle Play Options for Older Dogs,training,0.0,6.0,0.0,0.0,0.0,12.5,0.0,1.8,20.3,17.3
5946,"Dog Toy Materials Compared: Rubber, Rope, Plush, and Nylon",puppy,0.0,6.0,0.0,0.0,0.0,12.0,0.0,1.8,19.8,16.8
5938,Enrichment Schedules for Dogs: Structuring Daily Play and Mental Work,training,0.0,6.0,0.0,0.0,0.0,12.0,0.0,1.8,19.8,16.8
5934,Crate and Play Enrichment: Keeping Dogs Happy in Confined Spaces,puppy,0.0,6.0,0.0,0.0,0.0,12.0,0.0,1.8,19.8,16.8
5520,"Dog Health Basics: Common Conditions, Prevention, and When to See a Vet",puppy,2.5,6.0,0.0,0.0,0.0,7.0,2.5,1.8,19.8,16.8
5471,"Dog Boredom Prevention: Signs, Solutions, and Enrichment Ideas",training,0.0,6.0,0.0,0.0,0.0,12.0,0.0,1.8,19.8,16.8
5424,Aggressive Chewer Guide: Safe Toys for Power Chewers,training,0.0,6.0,0.0,0.0,0.0,9.0,2.5,1.8,19.3,8.8
5417,Puppy Care Essentials: Key Terms Every New Owner Should Know,puppy,0.0,6.0,0.0,0.0,0.0,9.0,0.0,3.6,18.6,8.2
5510,Dog Bed Sizing Guide: How to Measure Your Dog and Choose the Right Fit,puppy,0.0,6.0,0.0,0.0,0.0,8.0,2.5,1.8,18.3,15.6
5460,Pet Nutrition Terminology: A Guide to Common Terms on Pet Food Labels,dog_beds,0.0,6.0,0.0,0.0,0.0,6.0,2.5,3.6,18.1,15.4
6050,Toy Overstimulation Recovery: Calming Down an Overexcited Dog,dog_food,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
6049,Sensory Enrichment for Dogs: Engaging All Five Senses Through Play,dog_food,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
6046,Dog Toy Hygiene Schedules: A Practical Cleaning Timetable,dog_dental,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
6044,Rotating Puzzle Complexity: Progressive Challenge for Smart Dogs,training,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
6042,Enrichment by Breed Group: Tailoring Play to Your Dog's Instincts,training,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
5935,Dog Toy Storage and Organisation: Keeping Toys Clean and Accessible,training,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
5932,Scent-Game Enrichment for Dogs: Using Smell to Engage Your Dog,dog_food,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
5931,Signs of Toy Overstimulation in Dogs: When Play Becomes Too Much,training,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
5930,Dog Toy Safety by Breed Size: Choosing the Right Size Toy,puppy,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,15.3
5033,How to Choose the Right Cat Toy for Your Cat's Personality,cat_food,0.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,18.0,7.6
5511,"Pet Enrichment Explained: Types, Benefits, and Practical Ideas",cat_food,0.0,6.0,0.0,0.0,0.0,8.0,0.0,3.6,17.6,15.0
696,Essential Cat Supplies for Cat Owners - Number 1 Must-Haves,cat_food,2.5,6.0,0.0,0.0,0.0,9.0,0.0,0.0,17.5,7.2
5467,"Pet Feeding Guide: Understanding Portions, Schedules, and Methods",cat_food,0.0,6.0,0.0,0.0,0.0,6.0,0.0,5.4,17.4,14.8
5425,Dog Toys FAQ: Common Questions Answered,puppy,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.8,16.8,7.5
5423,Dog Toy Enrichment: Beyond Basic Fetch,dog_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.8,16.8,6.6
5422,Indoor vs Outdoor Dog Toys: Choosing the Right Type,dog_dental,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.8,16.8,7.5
5421,Puppy-Safe Dog Toys: What to Look For and What to Avoid,dog_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.8,16.8,7.5
5032,Cat Toys FAQ: Common Questions Answered,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.8,16.8,6.6
5420,Dog Toy Cleaning Guide: How to Keep Toys Hygienic,dog_dental,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,6.0
5419,Cat Care Basics: A Glossary for New Cat Owners,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,5.1
5416,Dog Bed Types Explained: A Complete Glossary,training,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,6.0
5415,Dog Play Styles Explained: Understanding How Your Dog Plays,training,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,6.0
5414,Cat Toy Types Explained: A Complete Glossary,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,5.1
5296,Best Indoor Cat Toys UK (2026): Complete Guide for House Cats,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,5.1
5036,Understanding Cat Play Behaviour: What Different Play Styles Mean,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,5.1
5035,Cat Enrichment Beyond Toys: Creating a Stimulating Home,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,5.1
5034,Cat Toy Rotation: How to Keep Toys Fresh and Engaging,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,5.1
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,cat_food,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,6.0
5458,Cat Scratching Behaviour Explained: Why Cats Scratch and How to Help,cat_food,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.8,14.8,12.6
